"state_name","latitude","longitude","AQI"
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,44
"Arizona",33.3429790869565,-111.720570347826,53
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,25
"Arizona",33.3429790869565,-111.720570347826,155
"Arizona",33.3429790869565,-111.720570347826,56
"Arizona",33.3429790869565,-111.720570347826,25
"Arizona",33.3429790869565,-111.720570347826,17
"Arizona",33.3429790869565,-111.720570347826,14
"Arizona",33.3429790869565,-111.720570347826,39
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,39
"Arizona",33.3429790869565,-111.720570347826,24
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,33
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,36
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,33
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,122
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,56
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,39
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,37
"Arizona",33.3429790869565,-111.720570347826,188
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,20
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,416
"Arizona",33.3429790869565,-111.720570347826,189
"Arizona",33.3429790869565,-111.720570347826,24
"Arizona",33.3429790869565,-111.720570347826,14
"Arizona",33.3429790869565,-111.720570347826,29
"Arizona",33.3429790869565,-111.720570347826,38
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,95
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,19
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,18
"Arizona",33.3429790869565,-111.720570347826,94
"Arizona",33.3429790869565,-111.720570347826,38
"Arizona",33.3429790869565,-111.720570347826,91
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,140
"Arizona",33.3429790869565,-111.720570347826,45
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,69
"Arizona",33.3429790869565,-111.720570347826,29
"Arizona",33.3429790869565,-111.720570347826,46
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,121
"Arizona",33.3429790869565,-111.720570347826,26
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,39
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,60
"Arizona",33.3429790869565,-111.720570347826,22
"Arizona",33.3429790869565,-111.720570347826,187
"Arizona",33.3429790869565,-111.720570347826,35
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,14
"Arizona",33.3429790869565,-111.720570347826,33
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,59
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,199
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,60
"Arizona",33.3429790869565,-111.720570347826,192
"Arizona",33.3429790869565,-111.720570347826,26
"Arizona",33.3429790869565,-111.720570347826,18
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,28
"Arizona",33.3429790869565,-111.720570347826,18
"Arizona",33.3429790869565,-111.720570347826,19
"Arizona",33.3429790869565,-111.720570347826,28
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,27
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,225
"Arizona",33.3429790869565,-111.720570347826,38
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,207
"Arizona",33.3429790869565,-111.720570347826,81
"Arizona",33.3429790869565,-111.720570347826,181
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,77
"Arizona",33.3429790869565,-111.720570347826,73
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,32
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,64
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,37
"Arizona",33.3429790869565,-111.720570347826,492
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,96
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,17
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,19
"Arizona",33.3429790869565,-111.720570347826,29
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,109
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,80
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,30
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,111
"Arizona",33.3429790869565,-111.720570347826,44
"Arizona",33.3429790869565,-111.720570347826,32
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,19
"Arizona",33.3429790869565,-111.720570347826,91
"Arizona",33.3429790869565,-111.720570347826,114
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,20
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,14
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,62
"Arizona",33.3429790869565,-111.720570347826,59
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,15
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,128
"Arizona",33.3429790869565,-111.720570347826,31
"Arizona",33.3429790869565,-111.720570347826,168
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,73
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,182
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,23
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,15
"Arizona",33.3429790869565,-111.720570347826,60
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,71
"Arizona",33.3429790869565,-111.720570347826,17
"Arizona",33.3429790869565,-111.720570347826,30
"Arizona",33.3429790869565,-111.720570347826,59
"Arizona",33.3429790869565,-111.720570347826,15
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,24
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,38
"Arizona",33.3429790869565,-111.720570347826,214
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,158
"Arizona",33.3429790869565,-111.720570347826,89
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,3
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,89
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,73
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,33
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,24
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,120
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,19
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,290
"Arizona",33.3429790869565,-111.720570347826,6
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,17
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,54
"Arizona",33.3429790869565,-111.720570347826,118
"Arizona",33.3429790869565,-111.720570347826,17
"Arizona",33.3429790869565,-111.720570347826,68
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,17
"Arizona",33.3429790869565,-111.720570347826,40
"Arizona",33.3429790869565,-111.720570347826,254
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,57
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,23
"Arizona",33.3429790869565,-111.720570347826,15
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,16
"Arizona",33.3429790869565,-111.720570347826,25
"Arizona",33.3429790869565,-111.720570347826,1
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,85
"Arizona",33.3429790869565,-111.720570347826,20
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,394
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,79
"Arizona",33.3429790869565,-111.720570347826,37
"Arizona",33.3429790869565,-111.720570347826,108
"Arizona",33.3429790869565,-111.720570347826,2
"Arizona",33.3429790869565,-111.720570347826,93
"Arizona",33.3429790869565,-111.720570347826,62
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,225
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,86
"Arizona",33.3429790869565,-111.720570347826,22
"Arizona",33.3429790869565,-111.720570347826,10
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,42
"Arizona",33.3429790869565,-111.720570347826,46
"Arizona",33.3429790869565,-111.720570347826,7
"Arizona",33.3429790869565,-111.720570347826,44
"Arizona",33.3429790869565,-111.720570347826,5
"Arizona",33.3429790869565,-111.720570347826,4
"Arizona",33.3429790869565,-111.720570347826,12
"Arizona",33.3429790869565,-111.720570347826,13
"Arizona",33.3429790869565,-111.720570347826,8
"Arizona",33.3429790869565,-111.720570347826,9
"Arizona",33.3429790869565,-111.720570347826,11
"Arizona",33.3429790869565,-111.720570347826,14
"Arizona",33.3429790869565,-111.720570347826,14
"Arizona",33.3429790869565,-111.720570347826,67
"Arizona",33.3429790869565,-111.720570347826,110
