"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"206856",2020,3,8,30,7,"8/30/2020 12:00:00 AM","WN","N8534Z",322,"ROC","Rochester, NY","New York",22,"BWI","Baltimore, MD","Maryland",35,1645,1640,-5,0,0,-1,"1600-1659",7,1647,1739,3,1800,1742,-18,0,0,-2,"1800-1859",0,"",75,62,52,1,277,2,NA,NA,NA,NA,NA
"373605",2020,3,8,15,6,"8/15/2020 12:00:00 AM","OO","N896SK",3688,"MKE","Milwaukee, WI","Wisconsin",45,"DTW","Detroit, MI","Michigan",43,705,658,-7,0,0,-1,"0700-0759",12,710,854,10,918,904,-14,0,0,-1,"0900-0959",0,"",73,66,44,1,237,1,NA,NA,NA,NA,NA
"252932",2020,3,8,10,1,"8/10/2020 12:00:00 AM","G4","252NV",776,"GSP","Greer, SC","South Carolina",37,"PIE","St. Petersburg, FL","Florida",33,917,902,-15,0,0,-1,"0900-0959",7,909,1017,5,1049,1022,-27,0,0,-2,"1000-1059",0,"",92,80,68,1,482,2,NA,NA,NA,NA,NA
"3404",2020,3,8,25,2,"8/25/2020 12:00:00 AM","WN","N713SW",6399,"LAS","Las Vegas, NV","Nevada",85,"TUL","Tulsa, OK","Oklahoma",73,1605,NA,NA,NA,NA,NA,"1600-1659",NA,NA,NA,NA,2040,NA,NA,NA,NA,NA,"2000-2059",1,"A",155,NA,NA,1,1076,5,NA,NA,NA,NA,NA
"106224",2020,3,8,22,6,"8/22/2020 12:00:00 AM","YX","N216JQ",5768,"BOS","Boston, MA","Massachusetts",13,"JFK","New York, NY","New York",22,1716,1706,-10,0,0,-1,"1700-1759",13,1719,1801,11,1845,1812,-33,0,0,-2,"1800-1859",0,"",89,66,42,1,187,1,NA,NA,NA,NA,NA
"98389",2020,3,8,8,6,"8/8/2020 12:00:00 AM","WN","N8574Z",2163,"DEN","Denver, CO","Colorado",82,"SAN","San Diego, CA","California",91,2025,2025,0,0,0,0,"2000-2059",13,2038,2136,3,2150,2139,-11,0,0,-1,"2100-2159",0,"",145,134,118,1,853,4,NA,NA,NA,NA,NA
"273516",2020,3,8,6,4,"8/6/2020 12:00:00 AM","OO","N202SY",5580,"OKC","Oklahoma City, OK","Oklahoma",73,"DEN","Denver, CO","Colorado",82,1735,1728,-7,0,0,-1,"1700-1759",11,1739,1817,9,1822,1826,4,4,0,0,"1800-1859",0,"",107,118,98,1,495,2,NA,NA,NA,NA,NA
"365257",2020,3,8,21,5,"8/21/2020 12:00:00 AM","OO","N795SK",5306,"FSD","Sioux Falls, SD","South Dakota",67,"DEN","Denver, CO","Colorado",82,1745,1921,96,96,1,6,"1700-1759",11,1932,1940,6,1834,1946,72,72,1,4,"1800-1859",0,"",109,85,68,1,483,2,72,0,0,0,0
"298972",2020,3,8,17,1,"8/17/2020 12:00:00 AM","WN","N456WN",1746,"ATL","Atlanta, GA","Georgia",34,"PIT","Pittsburgh, PA","Pennsylvania",23,925,920,-5,0,0,-1,"0900-0959",12,932,1050,5,1105,1055,-10,0,0,-1,"1100-1159",0,"",100,95,78,1,526,3,NA,NA,NA,NA,NA
"247444",2020,3,8,6,4,"8/6/2020 12:00:00 AM","DL","N102DN",2356,"LGA","New York, NY","New York",22,"DTW","Detroit, MI","Michigan",43,600,552,-8,0,0,-1,"0600-0659",14,606,725,6,735,731,-4,0,0,-1,"0700-0759",0,"",95,99,79,1,502,3,NA,NA,NA,NA,NA
