"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"203436",2019,1,3,18,1,"3/18/2019 12:00:00 AM","DL","N304DQ",409,"ATL","Atlanta, GA","Georgia",34,"VPS","Valparaiso, FL","Florida",33,1350,1347,-3,0,0,-1,"1300-1359",12,1359,1341,4,1405,1345,-20,0,0,-2,"1400-1459",0,"",75,58,42,1,250,2,NA,NA,NA,NA,NA
"68279",2019,1,3,2,6,"3/2/2019 12:00:00 AM","AA","N175AN",2349,"LAS","Las Vegas, NV","Nevada",85,"MIA","Miami, FL","Florida",33,822,818,-4,0,0,-1,"0800-0859",46,904,1550,9,1559,1559,0,0,0,0,"1500-1559",0,"",277,281,226,1,2174,9,NA,NA,NA,NA,NA
"158874",2019,1,3,19,2,"3/19/2019 12:00:00 AM","WN","N8638A",534,"BNA","Nashville, TN","Tennessee",54,"MKE","Milwaukee, WI","Wisconsin",45,2205,2157,-8,0,0,-1,"2200-2259",12,2209,2317,7,2340,2324,-16,0,0,-2,"2300-2359",0,"",95,87,68,1,475,2,NA,NA,NA,NA,NA
"56291",2019,1,3,8,5,"3/8/2019 12:00:00 AM","B6","N579JB",1406,"PSP","Palm Springs, CA","California",91,"BOS","Boston, MA","Massachusetts",13,2119,40,201,201,1,12,"2100-2159",16,56,825,5,529,830,181,181,1,12,"0001-0559",0,"",310,290,269,1,2517,11,14,0,0,0,167
"208685",2019,1,3,22,5,"3/22/2019 12:00:00 AM","OO","N171SY",3312,"SJC","San Jose, CA","California",91,"PSP","Palm Springs, CA","California",91,1000,1021,21,21,1,1,"1000-1059",14,1035,1134,5,1135,1139,4,4,0,0,"1100-1159",0,"",95,78,59,1,390,2,NA,NA,NA,NA,NA
"534254",2019,1,3,5,2,"3/5/2019 12:00:00 AM","DL","N861DN",1578,"JFK","New York, NY","New York",22,"LAS","Las Vegas, NV","Nevada",85,2029,2034,5,5,0,0,"2000-2059",24,2058,2333,5,2329,2338,9,9,0,0,"2300-2359",0,"",360,364,335,1,2248,9,NA,NA,NA,NA,NA
"236887",2019,1,3,24,7,"3/24/2019 12:00:00 AM","MQ","N850AE",3353,"ABI","Abilene, TX","Texas",74,"DFW","Dallas/Fort Worth, TX","Texas",74,509,457,-12,0,0,-1,"0001-0559",10,507,538,9,604,547,-17,0,0,-2,"0600-0659",0,"",55,50,31,1,158,1,NA,NA,NA,NA,NA
"205864",2019,1,3,24,7,"3/24/2019 12:00:00 AM","DL","N837DN",2006,"ATL","Atlanta, GA","Georgia",34,"MKE","Milwaukee, WI","Wisconsin",45,1953,1950,-3,0,0,-1,"1900-1959",14,2004,2038,4,2100,2042,-18,0,0,-2,"2100-2159",0,"",127,112,94,1,669,3,NA,NA,NA,NA,NA
"514330",2019,1,3,20,3,"3/20/2019 12:00:00 AM","OH","N557NN",5405,"PHL","Philadelphia, PA","Pennsylvania",23,"MYR","Myrtle Beach, SC","South Carolina",37,1029,1026,-3,0,0,-1,"1000-1059",16,1042,1158,4,1210,1202,-8,0,0,-1,"1200-1259",0,"",101,96,76,1,473,2,NA,NA,NA,NA,NA
"327480",2019,1,3,31,7,"3/31/2019 12:00:00 AM","WN","N912WN",1433,"BNA","Nashville, TN","Tennessee",54,"ATL","Atlanta, GA","Georgia",34,1100,1107,7,7,0,0,"1100-1159",9,1116,1258,5,1305,1303,-2,0,0,-1,"1300-1359",0,"",65,56,42,1,214,1,NA,NA,NA,NA,NA
