"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"60998",2022,1,2,19,6,"2/19/2022 12:00:00 AM","AA","N144AN",2230,"MIA","Miami, FL","Florida",33,"IAH","Houston, TX","Texas",74,2114,2208,54,54,1,3,"2100-2159",26,2234,2349,7,2313,2356,43,43,1,2,"2300-2359",0,"",179,168,135,1,964,4,36,0,0,0,7
"321017",2022,1,2,25,5,"2/25/2022 12:00:00 AM","MQ","N670AE",4148,"DFW","Dallas/Fort Worth, TX","Texas",74,"BHM","Birmingham, AL","Alabama",51,1452,1501,9,9,0,0,"1400-1459",11,1512,1626,1,1638,1627,-11,0,0,-1,"1600-1659",0,"",106,86,74,1,597,3,NA,NA,NA,NA,NA
"170845",2022,1,2,4,5,"2/4/2022 12:00:00 AM","OO","N806SK",3981,"GRR","Grand Rapids, MI","Michigan",43,"DTW","Detroit, MI","Michigan",43,1914,1908,-6,0,0,-1,"1900-1959",49,1957,2022,13,2020,2035,15,15,1,1,"2000-2059",0,"",66,87,25,1,120,1,15,0,0,0,0
"50706",2022,1,2,16,3,"2/16/2022 12:00:00 AM","AA","N948NN",2105,"MSY","New Orleans, LA","Louisiana",72,"MIA","Miami, FL","Florida",33,1110,1108,-2,0,0,-1,"1100-1159",21,1129,1354,7,1359,1401,2,2,0,0,"1300-1359",0,"",109,113,85,1,675,3,NA,NA,NA,NA,NA
"429173",2022,1,2,21,1,"2/21/2022 12:00:00 AM","DL","N843DN",2794,"STL","St. Louis, MO","Missouri",64,"ATL","Atlanta, GA","Georgia",34,1735,1742,7,7,0,0,"1700-1759",8,1750,1953,10,2010,2003,-7,0,0,-1,"2000-2059",0,"",95,81,63,1,484,2,NA,NA,NA,NA,NA
"169311",2022,1,2,27,7,"2/27/2022 12:00:00 AM","OO","N827SK",4045,"DSM","Des Moines, IA","Iowa",61,"DTW","Detroit, MI","Michigan",43,1022,1017,-5,0,0,-1,"1000-1059",16,1033,1251,10,1315,1301,-14,0,0,-1,"1300-1359",0,"",113,104,78,1,534,3,NA,NA,NA,NA,NA
"322804",2022,1,2,5,6,"2/5/2022 12:00:00 AM","MQ","N222NS",4223,"JAX","Jacksonville, FL","Florida",33,"AUS","Austin, TX","Texas",74,1709,1702,-7,0,0,-1,"1700-1759",11,1713,1844,14,1902,1858,-4,0,0,-1,"1900-1959",0,"",173,176,151,1,954,4,NA,NA,NA,NA,NA
"177831",2022,1,2,21,1,"2/21/2022 12:00:00 AM","QX","N620QX",2579,"SMF","Sacramento, CA","California",91,"PDX","Portland, OR","Oregon",92,2040,2050,10,10,0,0,"2000-2059",18,2108,2229,3,2214,2232,18,18,1,1,"2200-2259",0,"",94,102,81,1,479,2,0,0,8,0,10
"467091",2022,1,2,27,7,"2/27/2022 12:00:00 AM","NK","N663NK",233,"ATL","Atlanta, GA","Georgia",34,"DFW","Dallas/Fort Worth, TX","Texas",74,2130,2130,0,0,0,0,"2100-2159",20,2150,2246,15,2300,2301,1,1,0,0,"2300-2359",0,"",150,151,116,1,731,3,NA,NA,NA,NA,NA
"163662",2022,1,2,11,5,"2/11/2022 12:00:00 AM","OO","N912EV",5203,"LAR","Laramie, WY","Wyoming",88,"DEN","Denver, CO","Colorado",82,1130,1123,-7,0,0,-1,"1100-1159",42,1205,1242,11,1231,1253,22,22,1,1,"1200-1259",0,"",61,90,37,1,113,1,22,0,0,0,0
