"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"128614",2022,1,1,15,6,"1/15/2022 12:00:00 AM","DL","N140DU",2907,"SNA","Santa Ana, CA","California",91,"SLC","Salt Lake City, UT","Utah",87,725,1140,255,255,1,12,"0700-0759",12,1152,1416,13,1030,1429,239,239,1,12,"1000-1059",0,"",125,109,84,1,588,3,239,0,0,0,0
"299500",2022,1,1,20,4,"1/20/2022 12:00:00 AM","WN","N8811L",2221,"SNA","Santa Ana, CA","California",91,"DEN","Denver, CO","Colorado",82,1405,1516,71,71,1,4,"1400-1459",10,1526,1826,31,1715,1857,102,102,1,6,"1700-1759",0,"",130,161,120,1,846,4,47,0,31,0,24
"346965",2022,1,1,19,3,"1/19/2022 12:00:00 AM","WN","N7744A",2173,"MKE","Milwaukee, WI","Wisconsin",45,"DEN","Denver, CO","Colorado",82,610,606,-4,0,0,-1,"0600-0659",10,616,732,6,810,738,-32,0,0,-2,"0800-0859",0,"",180,152,136,1,896,4,NA,NA,NA,NA,NA
"219627",2022,1,1,1,6,"1/1/2022 12:00:00 AM","MQ","N239NN",3703,"DFW","Dallas/Fort Worth, TX","Texas",74,"MCI","Kansas City, MO","Missouri",64,1537,1533,-4,0,0,-1,"1500-1559",36,1609,1709,5,1713,1714,1,1,0,0,"1700-1759",0,"",96,101,60,1,460,2,NA,NA,NA,NA,NA
"418383",2022,1,1,1,6,"1/1/2022 12:00:00 AM","9E","N918XJ",5173,"MKE","Milwaukee, WI","Wisconsin",45,"LGA","New York, NY","New York",22,1300,1247,-13,0,0,-1,"1300-1359",24,1311,1542,7,1605,1549,-16,0,0,-2,"1600-1659",0,"",125,122,91,1,738,3,NA,NA,NA,NA,NA
"489710",2022,1,1,25,2,"1/25/2022 12:00:00 AM","AA","N910NN",2400,"DFW","Dallas/Fort Worth, TX","Texas",74,"TUL","Tulsa, OK","Oklahoma",73,1857,1859,2,2,0,0,"1800-1859",16,1915,1953,4,2004,1957,-7,0,0,-1,"2000-2059",0,"",67,58,38,1,237,1,NA,NA,NA,NA,NA
"315769",2022,1,1,4,2,"1/4/2022 12:00:00 AM","WN","N8508W",1421,"DAL","Dallas, TX","Texas",74,"PHX","Phoenix, AZ","Arizona",81,955,1025,30,30,1,2,"0900-0959",12,1037,1153,5,1140,1158,18,18,1,1,"1100-1159",0,"",165,153,136,1,879,4,17,0,0,0,1
"25538",2022,1,1,16,7,"1/16/2022 12:00:00 AM","OO","N405SY",3476,"AUS","Austin, TX","Texas",74,"SAN","San Diego, CA","California",91,1905,1900,-5,0,0,-1,"1900-1959",13,1913,1949,3,2016,1952,-24,0,0,-2,"2000-2059",0,"",191,172,156,1,1164,5,NA,NA,NA,NA,NA
"402094",2022,1,1,17,1,"1/17/2022 12:00:00 AM","YX","N436YX",4732,"PVD","Providence, RI","Rhode Island",15,"DCA","Washington, DC","Virginia",38,601,643,42,42,1,2,"0600-0659",12,655,804,13,744,817,33,33,1,2,"0700-0759",0,"",103,94,69,1,356,2,33,0,0,0,0
"520612",2022,1,1,8,6,"1/8/2022 12:00:00 AM","B6","N913JB",2348,"LAS","Las Vegas, NV","Nevada",85,"JFK","New York, NY","New York",22,2335,2325,-10,0,0,-1,"2300-2359",17,2342,648,15,730,703,-27,0,0,-2,"0700-0759",0,"",295,278,246,1,2248,9,NA,NA,NA,NA,NA
