"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"112569",2020,3,9,18,5,"9/18/2020 12:00:00 AM","AA","N751UW",1097,"DFW","Dallas/Fort Worth, TX","Texas",74,"TUS","Tucson, AZ","Arizona",81,1425,1420,-5,0,0,-1,"1400-1459",12,1432,1435,5,1440,1440,0,0,0,0,"1400-1459",0,"",135,140,123,1,813,4,NA,NA,NA,NA,NA
"295818",2020,3,9,27,7,"9/27/2020 12:00:00 AM","9E","N906XJ",5183,"ATL","Atlanta, GA","Georgia",34,"MOB","Mobile, AL","Alabama",51,1340,1337,-3,0,0,-1,"1300-1359",10,1347,1346,5,1353,1351,-2,0,0,-1,"1300-1359",0,"",73,74,59,1,302,2,NA,NA,NA,NA,NA
"39882",2020,3,9,17,4,"9/17/2020 12:00:00 AM","MQ","N662EH",3826,"DFW","Dallas/Fort Worth, TX","Texas",74,"AEX","Alexandria, LA","Louisiana",72,2055,2049,-6,0,0,-1,"2000-2059",31,2120,2204,4,2212,2208,-4,0,0,-1,"2200-2259",0,"",77,79,44,1,285,2,NA,NA,NA,NA,NA
"108020",2020,3,9,6,7,"9/6/2020 12:00:00 AM","UA","N459UA",740,"SMF","Sacramento, CA","California",91,"DEN","Denver, CO","Colorado",82,530,525,-5,0,0,-1,"0001-0559",9,534,827,4,852,831,-21,0,0,-2,"0800-0859",0,"",142,126,113,1,909,4,NA,NA,NA,NA,NA
"163391",2020,3,9,5,6,"9/5/2020 12:00:00 AM","F9","N216FR",648,"DEN","Denver, CO","Colorado",82,"CVG","Cincinnati, OH","Kentucky",52,1619,1612,-7,0,0,-1,"1600-1659",10,1622,2032,9,2057,2041,-16,0,0,-2,"2000-2059",0,"",158,149,130,1,1069,5,NA,NA,NA,NA,NA
"16803",2020,3,9,16,3,"9/16/2020 12:00:00 AM","WN","N8648A",1835,"DAL","Dallas, TX","Texas",74,"LAS","Las Vegas, NV","Nevada",85,1340,1337,-3,0,0,-1,"1300-1359",7,1344,1407,6,1425,1413,-12,0,0,-1,"1400-1459",0,"",165,156,143,1,1067,5,NA,NA,NA,NA,NA
"312904",2020,3,9,12,6,"9/12/2020 12:00:00 AM","OO","N107SY",5450,"ORD","Chicago, IL","Illinois",41,"FCA","Kalispell, MT","Montana",84,905,902,-3,0,0,-1,"0900-0959",19,921,1135,4,1156,1139,-17,0,0,-2,"1100-1159",0,"",231,217,194,1,1352,6,NA,NA,NA,NA,NA
"242125",2020,3,9,4,5,"9/4/2020 12:00:00 AM","OO","N163SY",5744,"LGA","New York, NY","New York",22,"ORD","Chicago, IL","Illinois",41,1505,1504,-1,0,0,-1,"1500-1559",15,1519,1623,4,1652,1627,-25,0,0,-2,"1600-1659",0,"",167,143,124,1,733,3,NA,NA,NA,NA,NA
"304345",2020,3,9,5,6,"9/5/2020 12:00:00 AM","DL","N920DU",1659,"ATL","Atlanta, GA","Georgia",34,"DEN","Denver, CO","Colorado",82,1747,1744,-3,0,0,-1,"1700-1759",13,1757,1833,6,1900,1839,-21,0,0,-2,"1900-1959",0,"",193,175,156,1,1199,5,NA,NA,NA,NA,NA
"174",2020,3,9,20,7,"9/20/2020 12:00:00 AM","AS","N537AS",716,"SEA","Seattle, WA","Washington",93,"DFW","Dallas/Fort Worth, TX","Texas",74,1120,1108,-12,0,0,-1,"1100-1159",24,1132,1651,12,1710,1703,-7,0,0,-1,"1700-1759",0,"",230,235,199,1,1660,7,NA,NA,NA,NA,NA
