"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"216995",2021,3,9,20,1,"9/20/2021 12:00:00 AM","MQ","N262NN",4064,"MIA","Miami, FL","Florida",33,"EYW","Key West, FL","Florida",33,1755,1804,9,9,0,0,"1700-1759",10,1814,1843,3,1844,1846,2,2,0,0,"1800-1859",0,"",49,42,29,1,126,1,NA,NA,NA,NA,NA
"341292",2021,3,9,8,3,"9/8/2021 12:00:00 AM","WN","N483WN",5800,"STL","St. Louis, MO","Missouri",64,"PHX","Phoenix, AZ","Arizona",81,705,701,-4,0,0,-1,"0700-0759",6,707,744,6,830,750,-40,0,0,-2,"0800-0859",0,"",205,169,157,1,1262,6,NA,NA,NA,NA,NA
"530673",2021,3,9,1,3,"9/1/2021 12:00:00 AM","DL","N305DU",1621,"PBI","West Palm Beach/Palm Beach, FL","Florida",33,"LGA","New York, NY","New York",22,1100,1127,27,27,1,1,"1100-1159",12,1139,1352,5,1353,1357,4,4,0,0,"1300-1359",0,"",173,150,133,1,1035,5,NA,NA,NA,NA,NA
"92040",2021,3,9,25,6,"9/25/2021 12:00:00 AM","UA","N27520",469,"IAH","Houston, TX","Texas",74,"ORD","Chicago, IL","Illinois",41,715,715,0,0,0,0,"0700-0759",15,730,939,11,955,950,-5,0,0,-1,"0900-0959",0,"",160,155,129,1,925,4,NA,NA,NA,NA,NA
"236897",2021,3,9,19,7,"9/19/2021 12:00:00 AM","NK","N509NK",353,"IAH","Houston, TX","Texas",74,"FLL","Fort Lauderdale, FL","Florida",33,1801,1759,-2,0,0,-1,"1800-1859",9,1808,2114,9,2140,2123,-17,0,0,-2,"2100-2159",0,"",159,144,126,1,966,4,NA,NA,NA,NA,NA
"245045",2021,3,9,14,2,"9/14/2021 12:00:00 AM","OH","N500AE",5057,"CLT","Charlotte, NC","North Carolina",36,"BHM","Birmingham, AL","Alabama",51,1330,1318,-12,0,0,-1,"1300-1359",28,1346,1343,2,1400,1345,-15,0,0,-1,"1400-1459",0,"",90,87,57,1,350,2,NA,NA,NA,NA,NA
"112102",2021,3,9,2,4,"9/2/2021 12:00:00 AM","UA","N37530",1246,"SFO","San Francisco, CA","California",91,"DEN","Denver, CO","Colorado",82,1830,1824,-6,0,0,-1,"1800-1859",16,1840,2131,5,2155,2136,-19,0,0,-2,"2100-2159",0,"",145,132,111,1,967,4,NA,NA,NA,NA,NA
"99501",2021,3,9,6,1,"9/6/2021 12:00:00 AM","UA","N424UA",1558,"GRR","Grand Rapids, MI","Michigan",43,"DEN","Denver, CO","Colorado",82,810,803,-7,0,0,-1,"0800-0859",12,815,835,10,902,845,-17,0,0,-2,"0900-0959",0,"",172,162,140,1,1015,5,NA,NA,NA,NA,NA
"342630",2021,3,9,9,4,"9/9/2021 12:00:00 AM","WN","N8737L",4581,"HNL","Honolulu, HI","Hawaii",2,"KOA","Kona, HI","Hawaii",2,1430,1430,0,0,0,0,"1400-1459",14,1444,1512,29,1520,1541,21,21,1,1,"1500-1559",0,"",50,71,28,1,163,1,0,0,21,0,0
"316818",2021,3,9,6,1,"9/6/2021 12:00:00 AM","WN","N729SW",1436,"AUS","Austin, TX","Texas",74,"RDU","Raleigh/Durham, NC","North Carolina",36,1740,1906,86,86,1,5,"1700-1759",10,1916,2247,3,2130,2250,80,80,1,5,"2100-2159",0,"",170,164,151,1,1162,5,0,0,80,0,0
"472389",2021,3,9,9,4,"9/9/2021 12:00:00 AM","AA","N916NN",2213,"CLT","Charlotte, NC","North Carolina",36,"BDL","Hartford, CT","Connecticut",11,1320,1320,0,0,0,0,"1300-1359",51,1411,1533,5,1517,1538,21,21,1,1,"1500-1559",0,"",117,138,82,1,644,3,0,0,21,0,0
