"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"314195",2020,1,1,10,5,"1/10/2020 12:00:00 AM","WN","N940WN",2072,"SNA","Santa Ana, CA","California",91,"PHX","Phoenix, AZ","Arizona",81,820,818,-2,0,0,-1,"0800-0859",6,824,1018,8,1040,1026,-14,0,0,-1,"1000-1059",0,"",80,68,54,1,338,2,NA,NA,NA,NA,NA
"207176",2020,1,1,23,4,"1/23/2020 12:00:00 AM","AA","N997NN",1945,"LAS","Las Vegas, NV","Nevada",85,"LAX","Los Angeles, CA","California",91,817,815,-2,0,0,-1,"0800-0859",20,835,917,28,939,945,6,6,0,0,"0900-0959",0,"",82,90,42,1,236,1,NA,NA,NA,NA,NA
"482626",2020,1,1,21,2,"1/21/2020 12:00:00 AM","MQ","N806AE",3931,"GSO","Greensboro/High Point, NC","North Carolina",36,"LGA","New York, NY","New York",22,844,833,-11,0,0,-1,"0800-0859",33,906,1025,8,1032,1033,1,1,0,0,"1000-1059",0,"",108,120,79,1,461,2,NA,NA,NA,NA,NA
"2501",2020,1,1,30,4,"1/30/2020 12:00:00 AM","WN","N923WN",1054,"STL","St. Louis, MO","Missouri",64,"PHX","Phoenix, AZ","Arizona",81,635,632,-3,0,0,-1,"0600-0659",8,640,831,5,910,836,-34,0,0,-2,"0900-0959",0,"",215,184,171,1,1262,6,NA,NA,NA,NA,NA
"62012",2020,1,1,15,3,"1/15/2020 12:00:00 AM","NK","N659NK",1,"FLL","Fort Lauderdale, FL","Florida",33,"ORD","Chicago, IL","Illinois",41,2215,2300,45,45,1,3,"2200-2259",19,2319,104,11,33,115,42,42,1,2,"0001-0559",0,"",198,195,165,1,1182,5,0,0,42,0,0
"273434",2020,1,1,9,4,"1/9/2020 12:00:00 AM","UA","N33289",401,"RNO","Reno, NV","Nevada",85,"DEN","Denver, CO","Colorado",82,1255,1245,-10,0,0,-1,"1200-1259",25,1310,1557,7,1605,1604,-1,0,0,-1,"1600-1659",0,"",130,139,107,1,804,4,NA,NA,NA,NA,NA
"558602",2020,1,1,21,2,"1/21/2020 12:00:00 AM","OO","N275SY",4452,"FAT","Fresno, CA","California",91,"SLC","Salt Lake City, UT","Utah",87,1723,1719,-4,0,0,-1,"1700-1759",13,1732,1949,7,2010,1956,-14,0,0,-1,"2000-2059",0,"",107,97,77,1,501,3,NA,NA,NA,NA,NA
"457542",2020,1,1,17,5,"1/17/2020 12:00:00 AM","WN","N7844A",5445,"LGA","New York, NY","New York",22,"DAL","Dallas, TX","Texas",74,1525,1623,58,58,1,3,"1500-1559",19,1642,1913,5,1840,1918,38,38,1,2,"1800-1859",0,"",255,235,211,1,1381,6,19,0,0,0,19
"571906",2020,1,1,23,4,"1/23/2020 12:00:00 AM","UA","N69806",1958,"SFO","San Francisco, CA","California",91,"IAH","Houston, TX","Texas",74,946,945,-1,0,0,-1,"0900-0959",18,1003,1520,8,1540,1528,-12,0,0,-1,"1500-1559",0,"",234,223,197,1,1635,7,NA,NA,NA,NA,NA
"322184",2020,1,1,23,4,"1/23/2020 12:00:00 AM","G4","280NV",2164,"GSO","Greensboro/High Point, NC","North Carolina",36,"SFB","Sanford, FL","Florida",33,1615,1622,7,7,0,0,"1600-1659",11,1633,1753,5,1750,1758,8,8,0,0,"1700-1759",0,"",95,96,80,1,510,3,NA,NA,NA,NA,NA
"504362",2020,1,1,24,5,"1/24/2020 12:00:00 AM","AS","N440AS",123,"SEA","Seattle, WA","Washington",93,"FAI","Fairbanks, AK","Alaska",1,1150,1146,-4,0,0,-1,"1100-1159",18,1204,1414,4,1450,1418,-32,0,0,-2,"1400-1459",0,"",240,212,190,1,1533,7,NA,NA,NA,NA,NA
"460605",2020,1,1,24,5,"1/24/2020 12:00:00 AM","EV","N11544",3981,"LEX","Lexington, KY","Kentucky",52,"IAH","Houston, TX","Texas",74,1635,1630,-5,0,0,-1,"1600-1659",13,1643,1745,13,1833,1758,-35,0,0,-2,"1800-1859",0,"",178,148,122,1,828,4,NA,NA,NA,NA,NA
"189279",2020,1,1,2,4,"1/2/2020 12:00:00 AM","OH","N571NN",5345,"CLT","Charlotte, NC","North Carolina",36,"OKC","Oklahoma City, OK","Oklahoma",73,1120,1158,38,38,1,2,"1100-1159",23,1221,1348,4,1317,1352,35,35,1,2,"1300-1359",0,"",177,174,147,1,940,4,1,0,0,0,34
"542037",2020,1,1,14,2,"1/14/2020 12:00:00 AM","DL","N6701",2552,"BOS","Boston, MA","Massachusetts",13,"ATL","Atlanta, GA","Georgia",34,545,545,0,0,0,0,"0001-0559",19,604,830,9,853,839,-14,0,0,-1,"0800-0859",0,"",188,174,146,1,946,4,NA,NA,NA,NA,NA
"105555",2020,1,1,20,1,"1/20/2020 12:00:00 AM","UA","N13718",1766,"MSY","New Orleans, LA","Louisiana",72,"EWR","Newark, NJ","New Jersey",21,815,817,2,2,0,0,"0800-0859",9,826,1138,5,1200,1143,-17,0,0,-2,"1200-1259",0,"",165,146,132,1,1167,5,NA,NA,NA,NA,NA
"257394",2020,1,1,23,4,"1/23/2020 12:00:00 AM","OO","N759EV",3288,"ORD","Chicago, IL","Illinois",41,"MSN","Madison, WI","Wisconsin",45,2215,2235,20,20,1,1,"2200-2259",16,2251,2316,5,2319,2321,2,2,0,0,"2300-2359",0,"",64,46,25,1,109,1,NA,NA,NA,NA,NA
"181981",2020,1,1,14,2,"1/14/2020 12:00:00 AM","OH","N563NN",5203,"CLT","Charlotte, NC","North Carolina",36,"LYH","Lynchburg, VA","Virginia",38,1800,1823,23,23,1,1,"1800-1859",22,1845,1953,2,1904,1955,51,51,1,3,"1900-1959",0,"",64,92,68,1,175,1,0,0,28,0,23
"405709",2020,1,1,24,5,"1/24/2020 12:00:00 AM","OO","N263SY",3773,"PSC","Pasco/Kennewick/Richland, WA","Washington",93,"SLC","Salt Lake City, UT","Utah",87,600,552,-8,0,0,-1,"0600-0659",10,602,815,31,900,846,-14,0,0,-1,"0900-0959",0,"",120,114,73,1,521,3,NA,NA,NA,NA,NA
"331407",2020,1,1,8,3,"1/8/2020 12:00:00 AM","MQ","N653AE",3443,"MHK","Manhattan/Ft. Riley, KS","Kansas",62,"ORD","Chicago, IL","Illinois",41,525,522,-3,0,0,-1,"0001-0559",25,547,710,19,724,729,5,5,0,0,"0700-0759",0,"",119,127,83,1,501,3,NA,NA,NA,NA,NA
"137355",2020,1,1,27,1,"1/27/2020 12:00:00 AM","WN","N917WN",2101,"DEN","Denver, CO","Colorado",82,"LAX","Los Angeles, CA","California",91,1020,1015,-5,0,0,-1,"1000-1059",9,1024,1123,8,1205,1131,-34,0,0,-2,"1200-1259",0,"",165,136,119,1,862,4,NA,NA,NA,NA,NA
"410035",2020,1,1,5,7,"1/5/2020 12:00:00 AM","OO","N114SY",5648,"SFO","San Francisco, CA","California",91,"ABQ","Albuquerque, NM","New Mexico",86,1914,1922,8,8,0,0,"1900-1959",11,1933,2219,9,2239,2228,-11,0,0,-1,"2200-2259",0,"",145,126,106,1,896,4,NA,NA,NA,NA,NA
"91510",2020,1,1,26,7,"1/26/2020 12:00:00 AM","OO","N606SK",2989,"DSM","Des Moines, IA","Iowa",61,"ORD","Chicago, IL","Illinois",41,1608,1635,27,27,1,1,"1600-1659",9,1644,1740,15,1742,1755,13,13,0,0,"1700-1759",0,"",94,80,56,1,299,2,NA,NA,NA,NA,NA
"599000",2020,1,1,5,7,"1/5/2020 12:00:00 AM","9E","N605LR",5290,"DCA","Washington, DC","Virginia",38,"JFK","New York, NY","New York",22,1734,1804,30,30,1,2,"1700-1759",21,1825,1906,7,1920,1913,-7,0,0,-1,"1900-1959",0,"",106,69,41,1,213,1,NA,NA,NA,NA,NA
"53589",2020,1,1,12,7,"1/12/2020 12:00:00 AM","AA","N559UW",1912,"CLT","Charlotte, NC","North Carolina",36,"RDU","Raleigh/Durham, NC","North Carolina",36,731,723,-8,0,0,-1,"0700-0759",32,755,825,3,832,828,-4,0,0,-1,"0800-0859",0,"",61,65,30,1,130,1,NA,NA,NA,NA,NA
"505263",2020,1,1,25,6,"1/25/2020 12:00:00 AM","AS","N237AK",752,"SEA","Seattle, WA","Washington",93,"GEG","Spokane, WA","Washington",93,2045,2049,4,4,0,0,"2000-2059",14,2103,2138,5,2148,2143,-5,0,0,-1,"2100-2159",0,"",63,54,35,1,224,1,NA,NA,NA,NA,NA
"218594",2020,1,1,25,6,"1/25/2020 12:00:00 AM","AA","N956AN",1282,"SAT","San Antonio, TX","Texas",74,"DFW","Dallas/Fort Worth, TX","Texas",74,1234,1232,-2,0,0,-1,"1200-1259",16,1248,1335,9,1344,1344,0,0,0,0,"1300-1359",0,"",70,72,47,1,247,1,NA,NA,NA,NA,NA
"25867",2020,1,1,23,4,"1/23/2020 12:00:00 AM","YV","N512MJ",6014,"BDL","Hartford, CT","Connecticut",11,"IAD","Washington, DC","Virginia",38,1020,1010,-10,0,0,-1,"1000-1059",13,1023,1122,6,1144,1128,-16,0,0,-2,"1100-1159",0,"",84,78,59,1,326,2,NA,NA,NA,NA,NA
"481662",2020,1,1,10,5,"1/10/2020 12:00:00 AM","MQ","N221NN",3888,"LEX","Lexington, KY","Kentucky",52,"DFW","Dallas/Fort Worth, TX","Texas",74,623,620,-3,0,0,-1,"0600-0659",10,630,737,21,757,758,1,1,0,0,"0700-0759",0,"",154,158,127,1,785,4,NA,NA,NA,NA,NA
