"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"230439",2018,2,5,4,5,"5/4/2018 12:00:00 AM","WN","N462WN",1816,"DEN","Denver, CO","Colorado",82,"SAN","San Diego, CA","California",91,1235,1235,0,0,0,0,"1200-1259",13,1248,1336,3,1355,1339,-16,0,0,-2,"1300-1359",0,"",140,124,108,1,853,4,NA,NA,NA,NA,NA
"461388",2018,2,5,28,1,"5/28/2018 12:00:00 AM","UA","N78060",1173,"SJU","San Juan, PR","Puerto Rico",3,"EWR","Newark, NJ","New Jersey",21,1255,1244,-11,0,0,-1,"1200-1259",13,1257,1636,8,1655,1644,-11,0,0,-1,"1600-1659",0,"",240,240,219,1,1608,7,NA,NA,NA,NA,NA
"316595",2018,2,5,10,4,"5/10/2018 12:00:00 AM","AA","N878NN",1271,"CLT","Charlotte, NC","North Carolina",36,"BOS","Boston, MA","Massachusetts",13,1130,1130,0,0,0,0,"1100-1159",20,1150,1321,14,1345,1335,-10,0,0,-1,"1300-1359",0,"",135,125,91,1,728,3,NA,NA,NA,NA,NA
"212654",2018,2,5,28,1,"5/28/2018 12:00:00 AM","WN","N950WN",1162,"PHX","Phoenix, AZ","Arizona",81,"SFO","San Francisco, CA","California",91,2210,2211,1,1,0,0,"2200-2259",9,2220,2355,6,10,1,-9,0,0,-1,"0001-0559",0,"",120,110,95,1,651,3,NA,NA,NA,NA,NA
"288840",2018,2,5,20,7,"5/20/2018 12:00:00 AM","AA","N918AN",2615,"ORD","Chicago, IL","Illinois",41,"RNO","Reno, NV","Nevada",85,2045,2044,-1,0,0,-1,"2000-2059",16,2100,2303,4,2254,2307,13,13,0,0,"2200-2259",0,"",249,263,243,1,1671,7,NA,NA,NA,NA,NA
"86007",2018,2,5,17,4,"5/17/2018 12:00:00 AM","AS","N487AS",20,"SEA","Seattle, WA","Washington",93,"ORD","Chicago, IL","Illinois",41,35,26,-9,0,0,-1,"0001-0559",11,37,619,15,630,634,4,4,0,0,"0600-0659",0,"",235,248,222,1,1721,7,NA,NA,NA,NA,NA
"161623",2018,2,5,16,3,"5/16/2018 12:00:00 AM","UA","N24211",2253,"RDU","Raleigh/Durham, NC","North Carolina",36,"IAD","Washington, DC","Virginia",38,610,748,98,98,1,6,"0600-0659",15,803,839,5,717,844,87,87,1,5,"0700-0759",0,"",67,56,36,1,224,1,87,0,0,0,0
"183772",2018,2,5,18,5,"5/18/2018 12:00:00 AM","B6","N987JB",277,"FLL","Fort Lauderdale, FL","Florida",33,"SFO","San Francisco, CA","California",91,1845,1928,43,43,1,2,"1800-1859",22,1950,2229,8,2200,2237,37,37,1,2,"2200-2259",0,"",375,369,339,1,2584,11,0,0,37,0,0
"134615",2018,2,5,22,2,"5/22/2018 12:00:00 AM","WN","N299WN",1953,"SAN","San Diego, CA","California",91,"OAK","Oakland, CA","California",91,1010,NA,NA,NA,NA,NA,"1000-1059",NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,"1100-1159",1,"A",90,NA,NA,1,446,2,NA,NA,NA,NA,NA
"130767",2018,2,5,20,7,"5/20/2018 12:00:00 AM","WN","N423WN",6251,"DCA","Washington, DC","Virginia",38,"MDW","Chicago, IL","Illinois",41,1930,1958,28,28,1,1,"1900-1959",13,2011,2045,2,2030,2047,17,17,1,1,"2000-2059",0,"",120,109,94,1,601,3,9,0,0,0,8
"194643",2018,2,5,4,5,"5/4/2018 12:00:00 AM","OO","N928SW",5966,"SBP","San Luis Obispo, CA","California",91,"SFO","San Francisco, CA","California",91,1015,1006,-9,0,0,-1,"1000-1059",22,1028,1104,7,1127,1111,-16,0,0,-2,"1100-1159",0,"",72,65,36,1,190,1,NA,NA,NA,NA,NA
"443879",2018,2,5,1,2,"5/1/2018 12:00:00 AM","YX","N855RW",3713,"ORD","Chicago, IL","Illinois",41,"OKC","Oklahoma City, OK","Oklahoma",73,1252,1244,-8,0,0,-1,"1200-1259",19,1303,1447,9,1519,1456,-23,0,0,-2,"1500-1559",0,"",147,132,104,1,693,3,NA,NA,NA,NA,NA
"208190",2018,2,5,21,1,"5/21/2018 12:00:00 AM","WN","N223WN",285,"CMH","Columbus, OH","Ohio",44,"DAL","Dallas, TX","Texas",74,1215,1212,-3,0,0,-1,"1200-1259",8,1220,1332,21,1350,1353,3,3,0,0,"1300-1359",0,"",155,161,132,1,919,4,NA,NA,NA,NA,NA
"50799",2018,2,5,8,2,"5/8/2018 12:00:00 AM","DL","N327NB",1340,"LAX","Los Angeles, CA","California",91,"AUS","Austin, TX","Texas",74,915,905,-10,0,0,-1,"0900-0959",35,940,1411,7,1419,1418,-1,0,0,-1,"1400-1459",0,"",184,193,151,1,1242,5,NA,NA,NA,NA,NA
"261823",2018,2,5,24,4,"5/24/2018 12:00:00 AM","AA","N830NN",1535,"PDX","Portland, OR","Oregon",92,"PHX","Phoenix, AZ","Arizona",81,1526,1523,-3,0,0,-1,"1500-1559",11,1534,1755,5,1805,1800,-5,0,0,-1,"1800-1859",0,"",159,157,141,1,1009,5,NA,NA,NA,NA,NA
"145546",2018,2,5,13,7,"5/13/2018 12:00:00 AM","UA","N588UA",1865,"SFO","San Francisco, CA","California",91,"BOS","Boston, MA","Massachusetts",13,1040,1035,-5,0,0,-1,"1000-1059",18,1053,1847,9,1927,1856,-31,0,0,-2,"1900-1959",0,"",347,321,294,1,2704,11,NA,NA,NA,NA,NA
"471657",2018,2,5,10,4,"5/10/2018 12:00:00 AM","UA","N36447",243,"DEN","Denver, CO","Colorado",82,"ORD","Chicago, IL","Illinois",41,2026,2021,-5,0,0,-1,"2000-2059",16,2037,2329,7,2347,2336,-11,0,0,-1,"2300-2359",0,"",141,135,112,1,888,4,NA,NA,NA,NA,NA
"184884",2018,2,5,19,6,"5/19/2018 12:00:00 AM","B6","N373JB",790,"DCA","Washington, DC","Virginia",38,"BOS","Boston, MA","Massachusetts",13,1535,1834,179,179,1,11,"1500-1559",12,1846,1941,6,1707,1947,160,160,1,10,"1700-1759",0,"",92,73,55,1,399,2,41,0,0,0,119
"228220",2018,2,5,30,3,"5/30/2018 12:00:00 AM","WN","N912WN",1649,"BUF","Buffalo, NY","New York",22,"TPA","Tampa, FL","Florida",33,645,639,-6,0,0,-1,"0600-0659",10,649,922,2,925,924,-1,0,0,-1,"0900-0959",0,"",160,165,153,1,1053,5,NA,NA,NA,NA,NA
"278744",2018,2,5,28,1,"5/28/2018 12:00:00 AM","AA","N335PH",1577,"DEN","Denver, CO","Colorado",82,"ORD","Chicago, IL","Illinois",41,1715,2210,295,295,1,12,"1700-1759",19,2229,141,6,2050,147,297,297,1,12,"2000-2059",0,"",155,157,132,1,888,4,265,30,2,0,0
"439398",2018,2,5,23,3,"5/23/2018 12:00:00 AM","WN","N918WN",377,"MDW","Chicago, IL","Illinois",41,"DCA","Washington, DC","Virginia",38,1920,1928,8,8,0,0,"1900-1959",10,1938,2158,4,2205,2202,-3,0,0,-1,"2200-2259",0,"",105,94,80,1,601,3,NA,NA,NA,NA,NA
"438899",2018,2,5,23,3,"5/23/2018 12:00:00 AM","WN","N767SW",925,"LAS","Las Vegas, NV","Nevada",85,"SDF","Louisville, KY","Kentucky",52,1910,1935,25,25,1,1,"1900-1959",10,1945,200,3,145,203,18,18,1,1,"0001-0559",0,"",215,208,195,1,1624,7,6,0,0,0,12
"381375",2018,2,5,27,7,"5/27/2018 12:00:00 AM","WN","N266WN",2975,"AUS","Austin, TX","Texas",74,"DEN","Denver, CO","Colorado",82,1200,1156,-4,0,0,-1,"1200-1259",9,1205,1254,4,1315,1258,-17,0,0,-2,"1300-1359",0,"",135,122,109,1,775,4,NA,NA,NA,NA,NA
"120820",2018,2,5,21,1,"5/21/2018 12:00:00 AM","WN","N7879A",489,"STL","St. Louis, MO","Missouri",64,"DEN","Denver, CO","Colorado",82,1125,1122,-3,0,0,-1,"1100-1159",7,1129,1222,5,1240,1227,-13,0,0,-1,"1200-1259",0,"",135,125,113,1,770,4,NA,NA,NA,NA,NA
"114702",2018,2,5,15,2,"5/15/2018 12:00:00 AM","WN","N8545V",2092,"PHX","Phoenix, AZ","Arizona",81,"PDX","Portland, OR","Oregon",92,2155,2217,22,22,1,1,"2100-2159",6,2223,38,2,35,40,5,5,0,0,"0001-0559",0,"",160,143,135,1,1009,5,NA,NA,NA,NA,NA
"331654",2018,2,5,11,5,"5/11/2018 12:00:00 AM","B6","N763JB",176,"SJU","San Juan, PR","Puerto Rico",3,"BDL","Hartford, CT","Connecticut",11,1243,NA,NA,NA,NA,NA,"1200-1259",NA,NA,NA,NA,1640,NA,NA,NA,NA,NA,"1600-1659",1,"A",237,NA,NA,1,1666,7,NA,NA,NA,NA,NA
"179720",2018,2,5,6,7,"5/6/2018 12:00:00 AM","B6","N283JB",2802,"JFK","New York, NY","New York",22,"BUF","Buffalo, NY","New York",22,545,538,-7,0,0,-1,"0001-0559",23,601,656,3,658,659,1,1,0,0,"0600-0659",0,"",73,81,55,1,301,2,NA,NA,NA,NA,NA
"249949",2018,2,5,10,4,"5/10/2018 12:00:00 AM","AA","N136AN",166,"BOS","Boston, MA","Massachusetts",13,"LAX","Los Angeles, CA","California",91,720,712,-8,0,0,-1,"0700-0759",14,726,1011,37,1106,1048,-18,0,0,-2,"1100-1159",0,"",406,396,345,1,2611,11,NA,NA,NA,NA,NA
"97530",2018,2,5,7,1,"5/7/2018 12:00:00 AM","EV","N11109",3978,"LGA","New York, NY","New York",22,"CLE","Cleveland, OH","Ohio",44,830,818,-12,0,0,-1,"0800-0859",38,856,1016,7,1026,1023,-3,0,0,-1,"1000-1059",0,"",116,125,80,1,419,2,NA,NA,NA,NA,NA
"731",2018,2,5,1,2,"5/1/2018 12:00:00 AM","DL","N349NW",1194,"PDX","Portland, OR","Oregon",92,"SLC","Salt Lake City, UT","Utah",87,1646,1645,-1,0,0,-1,"1600-1659",12,1657,1927,5,1933,1932,-1,0,0,-1,"1900-1959",0,"",107,107,90,1,630,3,NA,NA,NA,NA,NA
"149069",2018,2,5,5,6,"5/5/2018 12:00:00 AM","UA","N67846",416,"DEN","Denver, CO","Colorado",82,"PDX","Portland, OR","Oregon",92,1528,1528,0,0,0,0,"1500-1559",12,1540,1656,2,1707,1658,-9,0,0,-1,"1700-1759",0,"",159,150,136,1,991,4,NA,NA,NA,NA,NA
"395720",2018,2,5,2,3,"5/2/2018 12:00:00 AM","B6","N329JB",1281,"BOS","Boston, MA","Massachusetts",13,"RIC","Richmond, VA","Virginia",38,1312,1318,6,6,0,0,"1300-1359",24,1342,1500,11,1455,1511,16,16,1,1,"1400-1459",0,"",103,113,78,1,474,2,6,0,10,0,0
