"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"224521",2018,3,7,19,4,"7/19/2018 12:00:00 AM","DL","N924AT",816,"LAX","Los Angeles, CA","California",91,"PDX","Portland, OR","Oregon",92,1305,1303,-2,0,0,-1,"1300-1359",12,1315,1504,6,1525,1510,-15,0,0,-1,"1500-1559",0,"",140,127,109,1,834,4,NA,NA,NA,NA,NA
"184558",2018,3,7,24,2,"7/24/2018 12:00:00 AM","DL","N944DL",1065,"BDL","Hartford, CT","Connecticut",11,"ATL","Atlanta, GA","Georgia",34,600,559,-1,0,0,-1,"0600-0659",13,612,813,6,831,819,-12,0,0,-1,"0800-0859",0,"",151,140,121,1,859,4,NA,NA,NA,NA,NA
"216896",2018,3,7,8,7,"7/8/2018 12:00:00 AM","DL","N885DN",1957,"SEA","Seattle, WA","Washington",93,"ANC","Anchorage, AK","Alaska",1,2259,2314,15,15,1,1,"2200-2259",16,2330,134,4,139,138,-1,0,0,-1,"0001-0559",0,"",220,204,184,1,1448,6,NA,NA,NA,NA,NA
"109456",2018,3,7,3,2,"7/3/2018 12:00:00 AM","WN","N924WN",2294,"MDW","Chicago, IL","Illinois",41,"ALB","Albany, NY","New York",22,1355,1423,28,28,1,1,"1300-1359",8,1431,1701,3,1645,1704,19,19,1,1,"1600-1659",0,"",110,101,90,1,717,3,19,0,0,0,0
"409714",2018,3,7,17,2,"7/17/2018 12:00:00 AM","OO","N910SW",5114,"DEN","Denver, CO","Colorado",82,"GCC","Gillette, WY","Wyoming",88,2220,2215,-5,0,0,-1,"2200-2259",32,2247,2334,4,2332,2338,6,6,0,0,"2300-2359",0,"",72,83,47,1,313,2,NA,NA,NA,NA,NA
"478523",2018,3,7,9,1,"7/9/2018 12:00:00 AM","YV","N89357",6241,"IAH","Houston, TX","Texas",74,"LFT","Lafayette, LA","Louisiana",72,2150,2319,89,89,1,5,"2100-2159",15,2334,16,6,2252,22,90,90,1,6,"2200-2259",0,"",62,63,42,1,201,1,90,0,0,0,0
"205242",2018,3,7,17,2,"7/17/2018 12:00:00 AM","DL","N975AT",2747,"MSP","Minneapolis, MN","Minnesota",63,"SAT","San Antonio, TX","Texas",74,1745,1744,-1,0,0,-1,"1700-1759",12,1756,2014,4,2042,2018,-24,0,0,-2,"2000-2059",0,"",177,154,138,1,1097,5,NA,NA,NA,NA,NA
"225152",2018,3,7,19,4,"7/19/2018 12:00:00 AM","DL","N938AT",1395,"ATL","Atlanta, GA","Georgia",34,"CAE","Columbia, SC","South Carolina",37,831,828,-3,0,0,-1,"0800-0859",19,847,919,5,932,924,-8,0,0,-1,"0900-0959",0,"",61,56,32,1,192,1,NA,NA,NA,NA,NA
"386064",2018,3,7,1,7,"7/1/2018 12:00:00 AM","WN","N7868K",3776,"LAS","Las Vegas, NV","Nevada",85,"RNO","Reno, NV","Nevada",85,1835,1831,-4,0,0,-1,"1800-1859",8,1839,1933,3,1950,1936,-14,0,0,-1,"1900-1959",0,"",75,65,54,1,345,2,NA,NA,NA,NA,NA
"322214",2018,3,7,9,1,"7/9/2018 12:00:00 AM","F9","N202FR",1198,"DEN","Denver, CO","Colorado",82,"MIA","Miami, FL","Florida",33,1527,1539,12,12,0,0,"1500-1559",14,1553,2124,6,2132,2130,-2,0,0,-1,"2100-2159",0,"",245,231,211,1,1709,7,NA,NA,NA,NA,NA
"279924",2018,3,7,22,7,"7/22/2018 12:00:00 AM","UA","N850UA",231,"SAN","San Diego, CA","California",91,"DEN","Denver, CO","Colorado",82,1805,1757,-8,0,0,-1,"1800-1859",11,1808,2056,4,2123,2100,-23,0,0,-2,"2100-2159",0,"",138,123,108,1,853,4,NA,NA,NA,NA,NA
"395781",2018,3,7,21,6,"7/21/2018 12:00:00 AM","YX","N656RW",3490,"CLT","Charlotte, NC","North Carolina",36,"IAH","Houston, TX","Texas",74,1540,1535,-5,0,0,-1,"1500-1559",13,1548,1654,3,1725,1657,-28,0,0,-2,"1700-1759",0,"",165,142,126,1,912,4,NA,NA,NA,NA,NA
"380469",2018,3,7,25,3,"7/25/2018 12:00:00 AM","WN","N280WN",1918,"SJC","San Jose, CA","California",91,"SEA","Seattle, WA","Washington",93,1600,1557,-3,0,0,-1,"1600-1659",10,1607,1741,11,1755,1752,-3,0,0,-1,"1700-1759",0,"",115,115,94,1,696,3,NA,NA,NA,NA,NA
