"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"245872",2019,3,9,6,5,"9/6/2019 12:00:00 AM","9E","N918XJ",3370,"DTW","Detroit, MI","Michigan",43,"CID","Cedar Rapids/Iowa City, IA","Iowa",61,2016,2014,-2,0,0,-1,"2000-2059",16,2030,2035,7,2102,2042,-20,0,0,-2,"2100-2159",0,"",106,88,65,1,430,2,NA,NA,NA,NA,NA
"206058",2019,3,9,12,4,"9/12/2019 12:00:00 AM","DL","N989DL",875,"ATL","Atlanta, GA","Georgia",34,"TYS","Knoxville, TN","Tennessee",54,1025,1019,-6,0,0,-1,"1000-1059",9,1028,1101,1,1117,1102,-15,0,0,-1,"1100-1159",0,"",52,43,33,1,152,1,NA,NA,NA,NA,NA
"566507",2019,3,9,23,1,"9/23/2019 12:00:00 AM","NK","N622NK",214,"LAS","Las Vegas, NV","Nevada",85,"DFW","Dallas/Fort Worth, TX","Texas",74,130,127,-3,0,0,-1,"0001-0559",12,139,548,7,609,555,-14,0,0,-1,"0600-0659",0,"",159,148,129,1,1055,5,NA,NA,NA,NA,NA
"258393",2019,3,9,8,7,"9/8/2019 12:00:00 AM","OO","N715SK",3031,"ORD","Chicago, IL","Illinois",41,"DAY","Dayton, OH","Ohio",44,1635,1635,0,0,0,0,"1600-1659",16,1651,1836,3,1843,1839,-4,0,0,-1,"1800-1859",0,"",68,64,45,1,240,1,NA,NA,NA,NA,NA
"498087",2019,3,9,17,2,"9/17/2019 12:00:00 AM","OO","N273SY",4094,"LGA","New York, NY","New York",22,"MKE","Milwaukee, WI","Wisconsin",45,905,919,14,14,0,0,"0900-0959",75,1034,1133,2,1046,1135,49,49,1,3,"1000-1059",0,"",161,196,119,1,738,3,14,0,35,0,0
"262856",2019,3,9,15,7,"9/15/2019 12:00:00 AM","OO","N937SW",5337,"ACV","Arcata/Eureka, CA","California",91,"LAX","Los Angeles, CA","California",91,1053,1044,-9,0,0,-1,"1000-1059",6,1050,1224,8,1247,1232,-15,0,0,-1,"1200-1259",0,"",114,108,94,1,577,3,NA,NA,NA,NA,NA
"52973",2019,3,9,13,5,"9/13/2019 12:00:00 AM","OO","N460SW",3636,"MSP","Minneapolis, MN","Minnesota",63,"DLH","Duluth, MN","Minnesota",63,1424,1422,-2,0,0,-1,"1400-1459",10,1432,1502,6,1525,1508,-17,0,0,-2,"1500-1559",0,"",61,46,30,1,144,1,NA,NA,NA,NA,NA
"592595",2019,3,9,23,1,"9/23/2019 12:00:00 AM","DL","N398DA",2512,"FLL","Fort Lauderdale, FL","Florida",33,"CVG","Cincinnati, OH","Kentucky",52,1150,1143,-7,0,0,-1,"1100-1159",16,1159,1404,4,1415,1408,-7,0,0,-1,"1400-1459",0,"",145,145,125,1,932,4,NA,NA,NA,NA,NA
"546773",2019,3,9,24,2,"9/24/2019 12:00:00 AM","WN","N755SA",2094,"PHX","Phoenix, AZ","Arizona",81,"DEN","Denver, CO","Colorado",82,1415,1422,7,7,0,0,"1400-1459",13,1435,1658,15,1700,1713,13,13,0,0,"1700-1759",0,"",105,111,83,1,602,3,NA,NA,NA,NA,NA
"543274",2019,3,9,17,2,"9/17/2019 12:00:00 AM","WN","N208WN",167,"MDW","Chicago, IL","Illinois",41,"BWI","Baltimore, MD","Maryland",35,2000,1957,-3,0,0,-1,"2000-2059",11,2008,2226,4,2245,2230,-15,0,0,-1,"2200-2259",0,"",105,93,78,1,611,3,NA,NA,NA,NA,NA
"408043",2019,3,9,10,2,"9/10/2019 12:00:00 AM","AA","N301NW",1633,"SAT","San Antonio, TX","Texas",74,"PHX","Phoenix, AZ","Arizona",81,825,820,-5,0,0,-1,"0800-0859",14,834,831,29,902,900,-2,0,0,-1,"0900-0959",0,"",157,160,117,1,843,4,NA,NA,NA,NA,NA
"536879",2019,3,9,21,6,"9/21/2019 12:00:00 AM","WN","N246LV",4512,"STL","St. Louis, MO","Missouri",64,"PNS","Pensacola, FL","Florida",33,950,948,-2,0,0,-1,"0900-0959",8,956,1117,2,1130,1119,-11,0,0,-1,"1100-1159",0,"",100,91,81,1,598,3,NA,NA,NA,NA,NA
"88131",2019,3,9,8,7,"9/8/2019 12:00:00 AM","WN","N7721E",2825,"MSY","New Orleans, LA","Louisiana",72,"ATL","Atlanta, GA","Georgia",34,1845,1851,6,6,0,0,"1800-1859",8,1859,2059,4,2115,2103,-12,0,0,-1,"2100-2159",0,"",90,72,60,1,425,2,NA,NA,NA,NA,NA
"216857",2019,3,9,8,7,"9/8/2019 12:00:00 AM","UA","N69840",267,"DEN","Denver, CO","Colorado",82,"PHL","Philadelphia, PA","Pennsylvania",23,1715,1712,-3,0,0,-1,"1700-1759",14,1726,2222,7,2245,2229,-16,0,0,-2,"2200-2259",0,"",210,197,176,1,1558,7,NA,NA,NA,NA,NA
"345791",2019,3,9,20,5,"9/20/2019 12:00:00 AM","YX","N865RW",3548,"DRO","Durango, CO","Colorado",82,"DEN","Denver, CO","Colorado",82,1517,1505,-12,0,0,-1,"1500-1559",15,1520,1609,10,1631,1619,-12,0,0,-1,"1600-1659",0,"",74,74,49,1,250,2,NA,NA,NA,NA,NA
"162533",2019,3,9,21,6,"9/21/2019 12:00:00 AM","9E","N8969A",3484,"JFK","New York, NY","New York",22,"ORF","Norfolk, VA","Virginia",38,1455,1446,-9,0,0,-1,"1400-1459",18,1504,1553,3,1636,1556,-40,0,0,-2,"1600-1659",0,"",101,70,49,1,290,2,NA,NA,NA,NA,NA
"59484",2019,3,9,19,4,"9/19/2019 12:00:00 AM","AS","N317AS",517,"SEA","Seattle, WA","Washington",93,"BOI","Boise, ID","Idaho",83,1745,1745,0,0,0,0,"1700-1759",15,1800,1956,5,2010,2001,-9,0,0,-1,"2000-2059",0,"",85,76,56,1,399,2,NA,NA,NA,NA,NA
"206003",2019,3,9,12,4,"9/12/2019 12:00:00 AM","DL","N967AT",823,"CLT","Charlotte, NC","North Carolina",36,"ATL","Atlanta, GA","Georgia",34,600,553,-7,0,0,-1,"0600-0659",22,615,655,5,710,700,-10,0,0,-1,"0700-0759",0,"",70,67,40,1,226,1,NA,NA,NA,NA,NA
"76812",2019,3,9,1,7,"9/1/2019 12:00:00 AM","G4","222NV",1912,"BLV","Belleville, IL","Illinois",41,"VPS","Valparaiso, FL","Florida",33,1437,1612,95,95,1,6,"1400-1459",16,1628,1747,19,1620,1806,106,106,1,7,"1600-1659",0,"",103,114,79,1,587,3,19,0,11,0,76
"235714",2019,3,9,25,3,"9/25/2019 12:00:00 AM","AA","N126AN",2611,"ORD","Chicago, IL","Illinois",41,"LAX","Los Angeles, CA","California",91,1345,1351,6,6,0,0,"1300-1359",21,1412,1554,5,1609,1559,-10,0,0,-1,"1600-1659",0,"",264,248,222,1,1744,7,NA,NA,NA,NA,NA
"54963",2019,3,9,14,6,"9/14/2019 12:00:00 AM","OO","N751SK",3274,"ORD","Chicago, IL","Illinois",41,"GRR","Grand Rapids, MI","Michigan",43,1826,1824,-2,0,0,-1,"1800-1859",36,1900,2025,3,2031,2028,-3,0,0,-1,"2000-2059",0,"",65,64,25,1,137,1,NA,NA,NA,NA,NA
"307950",2019,3,9,6,5,"9/6/2019 12:00:00 AM","WN","N570WN",1771,"SAN","San Diego, CA","California",91,"PHX","Phoenix, AZ","Arizona",81,655,NA,NA,NA,NA,NA,"0600-0659",NA,NA,NA,NA,815,NA,NA,NA,NA,NA,"0800-0859",1,"A",80,NA,NA,1,304,2,NA,NA,NA,NA,NA
