"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"510909",2021,2,6,24,4,"6/24/2021 12:00:00 AM","QX","N620QX",2078,"PAE","Everett, WA","Washington",93,"SFO","San Francisco, CA","California",91,700,701,1,1,0,0,"0700-0759",18,719,901,3,910,904,-6,0,0,-1,"0900-0959",0,"",130,123,102,1,710,3,NA,NA,NA,NA,NA
"420454",2021,2,6,26,6,"6/26/2021 12:00:00 AM","9E","N319PQ",4859,"FAY","Fayetteville, NC","North Carolina",36,"ATL","Atlanta, GA","Georgia",34,601,559,-2,0,0,-1,"0600-0659",76,715,812,3,724,815,51,51,1,3,"0700-0759",0,"",83,136,57,1,331,2,0,0,51,0,0
"282445",2021,2,6,1,2,"6/1/2021 12:00:00 AM","AA","N184US",1021,"CLT","Charlotte, NC","North Carolina",36,"SLC","Salt Lake City, UT","Utah",87,1144,1143,-1,0,0,-1,"1100-1159",22,1205,1355,5,1410,1400,-10,0,0,-1,"1400-1459",0,"",266,257,230,1,1727,7,NA,NA,NA,NA,NA
"13675",2021,2,6,25,5,"6/25/2021 12:00:00 AM","AA","N773XF",2540,"OMA","Omaha, NE","Nebraska",65,"DFW","Dallas/Fort Worth, TX","Texas",74,720,718,-2,0,0,-1,"0700-0759",15,733,902,12,918,914,-4,0,0,-1,"0900-0959",0,"",118,116,89,1,583,3,NA,NA,NA,NA,NA
"534028",2021,2,6,27,7,"6/27/2021 12:00:00 AM","WN","N957WN",3142,"ORF","Norfolk, VA","Virginia",38,"MCO","Orlando, FL","Florida",33,1235,1306,31,31,1,2,"1200-1259",7,1313,1447,7,1430,1454,24,24,1,1,"1400-1459",0,"",115,108,94,1,655,3,8,0,0,0,16
"105380",2021,2,6,17,4,"6/17/2021 12:00:00 AM","WN","N8538V",902,"TPA","Tampa, FL","Florida",33,"BNA","Nashville, TN","Tennessee",54,605,604,-1,0,0,-1,"0600-0659",16,620,645,7,655,652,-3,0,0,-1,"0600-0659",0,"",110,108,85,1,612,3,NA,NA,NA,NA,NA
"23008",2021,2,6,16,3,"6/16/2021 12:00:00 AM","DL","N998AT",2404,"ATL","Atlanta, GA","Georgia",34,"OMA","Omaha, NE","Nebraska",65,1259,1258,-1,0,0,-1,"1200-1259",7,1305,1403,3,1419,1406,-13,0,0,-1,"1400-1459",0,"",140,128,118,1,821,4,NA,NA,NA,NA,NA
"328487",2021,2,6,24,4,"6/24/2021 12:00:00 AM","G4","315NV",2364,"USA","Concord, NC","North Carolina",36,"SFB","Sanford, FL","Florida",33,1459,1654,115,115,1,7,"1400-1459",22,1716,1822,10,1625,1832,127,127,1,8,"1600-1659",0,"",86,98,66,1,457,2,0,0,12,0,115
"205835",2021,2,6,4,5,"6/4/2021 12:00:00 AM","OO","N982SW",5342,"DEN","Denver, CO","Colorado",82,"XWA","Williston, ND","North Dakota",66,1130,1130,0,0,0,0,"1100-1159",16,1146,1407,5,1420,1412,-8,0,0,-1,"1400-1459",0,"",110,102,81,1,582,3,NA,NA,NA,NA,NA
"155709",2021,2,6,20,7,"6/20/2021 12:00:00 AM","B6","N806JB",1803,"RIC","Richmond, VA","Virginia",38,"LAS","Las Vegas, NV","Nevada",85,959,953,-6,0,0,-1,"0900-0959",14,1007,1130,28,1200,1158,-2,0,0,-1,"1200-1259",0,"",301,305,263,1,2086,9,NA,NA,NA,NA,NA
"453122",2021,2,6,30,3,"6/30/2021 12:00:00 AM","DL","N6706Q",2342,"JAX","Jacksonville, FL","Florida",33,"ATL","Atlanta, GA","Georgia",34,1518,1605,47,47,1,3,"1500-1559",12,1617,1707,8,1639,1715,36,36,1,2,"1600-1659",0,"",81,70,50,1,270,2,0,0,0,0,36
"82648",2021,2,6,12,6,"6/12/2021 12:00:00 AM","UA","N77019",2062,"SFO","San Francisco, CA","California",91,"HNL","Honolulu, HI","Hawaii",2,1840,1836,-4,0,0,-1,"1800-1859",14,1850,2049,8,2055,2057,2,2,0,0,"2000-2059",0,"",315,321,299,1,2398,10,NA,NA,NA,NA,NA
"211606",2021,2,6,22,2,"6/22/2021 12:00:00 AM","OO","N907SW",5071,"DEN","Denver, CO","Colorado",82,"VEL","Vernal, UT","Utah",87,1325,1317,-8,0,0,-1,"1300-1359",15,1332,1421,4,1426,1425,-1,0,0,-1,"1400-1459",0,"",61,68,49,1,259,2,NA,NA,NA,NA,NA
"118083",2021,2,6,4,5,"6/4/2021 12:00:00 AM","YX","N721YX",3660,"ORD","Chicago, IL","Illinois",41,"OMA","Omaha, NE","Nebraska",65,2000,2028,28,28,1,1,"2000-2059",16,2044,2147,4,2139,2151,12,12,0,0,"2100-2159",0,"",99,83,63,1,416,2,NA,NA,NA,NA,NA
