"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"378732",2021,2,5,16,7,"5/16/2021 12:00:00 AM","9E","N134EV",4778,"MSP","Minneapolis, MN","Minnesota",63,"MEM","Memphis, TN","Tennessee",54,830,830,0,0,0,0,"0800-0859",16,846,1024,4,1044,1028,-16,0,0,-2,"1000-1059",0,"",134,118,98,1,700,3,NA,NA,NA,NA,NA
"451551",2021,2,5,18,2,"5/18/2021 12:00:00 AM","AA","N652AW",1618,"DFW","Dallas/Fort Worth, TX","Texas",74,"MCI","Kansas City, MO","Missouri",64,1720,1805,45,45,1,3,"1700-1759",30,1835,1947,5,1906,1952,46,46,1,3,"1900-1959",0,"",106,107,72,1,460,2,45,0,1,0,0
"211654",2021,2,5,5,3,"5/5/2021 12:00:00 AM","YV","N911FJ",5851,"DFW","Dallas/Fort Worth, TX","Texas",74,"LFT","Lafayette, LA","Louisiana",72,1025,1017,-8,0,0,-1,"1000-1059",24,1041,1138,4,1150,1142,-8,0,0,-1,"1100-1159",0,"",85,85,57,1,351,2,NA,NA,NA,NA,NA
"296132",2021,2,5,28,5,"5/28/2021 12:00:00 AM","DL","N396DA",2912,"MEM","Memphis, TN","Tennessee",54,"SLC","Salt Lake City, UT","Utah",87,755,754,-1,0,0,-1,"0700-0759",12,806,1005,10,1023,1015,-8,0,0,-1,"1000-1059",0,"",208,201,179,1,1262,6,NA,NA,NA,NA,NA
"160346",2021,2,5,7,5,"5/7/2021 12:00:00 AM","WN","N7750A",142,"CMH","Columbus, OH","Ohio",44,"MDW","Chicago, IL","Illinois",41,705,702,-3,0,0,-1,"0700-0759",7,709,703,4,720,707,-13,0,0,-1,"0700-0759",0,"",75,65,54,1,283,2,NA,NA,NA,NA,NA
"412398",2021,2,5,14,5,"5/14/2021 12:00:00 AM","AA","N847NN",1965,"SAT","San Antonio, TX","Texas",74,"DFW","Dallas/Fort Worth, TX","Texas",74,930,923,-7,0,0,-1,"0900-0959",15,938,1022,6,1046,1028,-18,0,0,-2,"1000-1059",0,"",76,65,44,1,247,1,NA,NA,NA,NA,NA
"41475",2021,2,5,25,2,"5/25/2021 12:00:00 AM","OO","N223JS",5124,"GCC","Gillette, WY","Wyoming",88,"DEN","Denver, CO","Colorado",82,547,538,-9,0,0,-1,"0001-0559",7,545,643,7,708,650,-18,0,0,-2,"0700-0759",0,"",81,72,58,1,313,2,NA,NA,NA,NA,NA
"231386",2021,2,5,12,3,"5/12/2021 12:00:00 AM","YX","N214JQ",5613,"LEX","Lexington, KY","Kentucky",52,"ATL","Atlanta, GA","Georgia",34,600,550,-10,0,0,-1,"0600-0659",20,610,718,11,723,729,6,6,0,0,"0700-0759",0,"",83,99,68,1,304,2,NA,NA,NA,NA,NA
"113014",2021,2,5,6,4,"5/6/2021 12:00:00 AM","UA","N26226",1739,"MCO","Orlando, FL","Florida",33,"CLE","Cleveland, OH","Ohio",44,1215,1219,4,4,0,0,"1200-1259",39,1258,1458,6,1441,1504,23,23,1,1,"1400-1459",0,"",146,165,120,1,895,4,0,0,23,0,0
"164537",2021,2,5,8,6,"5/8/2021 12:00:00 AM","WN","N558WN",2306,"PHX","Phoenix, AZ","Arizona",81,"SEA","Seattle, WA","Washington",93,1315,1316,1,1,0,0,"1300-1359",9,1325,1604,7,1615,1611,-4,0,0,-1,"1600-1659",0,"",180,175,159,1,1107,5,NA,NA,NA,NA,NA
