"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"371857",2018,3,8,26,7,"8/26/2018 12:00:00 AM","WN","N8693A",2762,"TPA","Tampa, FL","Florida",33,"PHL","Philadelphia, PA","Pennsylvania",23,1415,1411,-4,0,0,-1,"1400-1459",10,1421,1638,14,1645,1652,7,7,0,0,"1600-1659",0,"",150,161,137,1,920,4,NA,NA,NA,NA,NA
"483013",2018,3,8,9,4,"8/9/2018 12:00:00 AM","OH","N250PS",5659,"CLT","Charlotte, NC","North Carolina",36,"HTS","Ashland, WV","West Virginia",39,956,956,0,0,0,0,"0900-0959",42,1038,1125,3,1110,1128,18,18,1,1,"1100-1159",0,"",74,92,47,1,235,1,0,0,18,0,0
"333667",2018,3,8,15,3,"8/15/2018 12:00:00 AM","EV","N603QX",2887,"MLU","Monroe, LA","Louisiana",72,"DFW","Dallas/Fort Worth, TX","Texas",74,1619,1608,-11,0,0,-1,"1600-1659",15,1623,1713,9,1745,1722,-23,0,0,-2,"1700-1759",0,"",86,74,50,1,293,2,NA,NA,NA,NA,NA
"473328",2018,3,8,17,5,"8/17/2018 12:00:00 AM","MQ","N840AE",3510,"ACT","Waco, TX","Texas",74,"DFW","Dallas/Fort Worth, TX","Texas",74,1026,1021,-5,0,0,-1,"1000-1059",22,1043,1112,10,1123,1122,-1,0,0,-1,"1100-1159",0,"",57,61,29,1,89,1,NA,NA,NA,NA,NA
"559876",2018,3,8,10,5,"8/10/2018 12:00:00 AM","AA","N964AN",382,"LAX","Los Angeles, CA","California",91,"BOS","Boston, MA","Massachusetts",13,1350,1343,-7,0,0,-1,"1300-1359",20,1403,2210,8,2223,2218,-5,0,0,-1,"2200-2259",0,"",333,335,307,1,2611,11,NA,NA,NA,NA,NA
"195877",2018,3,8,17,5,"8/17/2018 12:00:00 AM","UA","N429UA",1544,"SFO","San Francisco, CA","California",91,"LAS","Las Vegas, NV","Nevada",85,1720,1724,4,4,0,0,"1700-1759",26,1750,1854,5,1859,1859,0,0,0,0,"1800-1859",0,"",99,95,64,1,414,2,NA,NA,NA,NA,NA
"477789",2018,3,8,5,7,"8/5/2018 12:00:00 AM","MQ","N833AE",4119,"PIT","Pittsburgh, PA","Pennsylvania",23,"JFK","New York, NY","New York",22,1301,1252,-9,0,0,-1,"1300-1359",12,1304,1410,5,1444,1415,-29,0,0,-2,"1400-1459",0,"",103,83,66,1,340,2,NA,NA,NA,NA,NA
"499724",2018,3,8,16,4,"8/16/2018 12:00:00 AM","WN","N8543Z",2268,"LAS","Las Vegas, NV","Nevada",85,"BNA","Nashville, TN","Tennessee",54,955,1005,10,10,0,0,"0900-0959",11,1016,1527,5,1530,1532,2,2,0,0,"1500-1559",0,"",215,207,191,1,1587,7,NA,NA,NA,NA,NA
"538708",2018,3,8,2,4,"8/2/2018 12:00:00 AM","UA","N404UA",2016,"SAN","San Diego, CA","California",91,"SFO","San Francisco, CA","California",91,1822,1814,-8,0,0,-1,"1800-1859",33,1847,1954,5,1953,1959,6,6,0,0,"1900-1959",0,"",91,105,67,1,447,2,NA,NA,NA,NA,NA
"433794",2018,3,8,14,2,"8/14/2018 12:00:00 AM","AA","N982TW",1607,"DFW","Dallas/Fort Worth, TX","Texas",74,"CLE","Cleveland, OH","Ohio",44,1854,1856,2,2,0,0,"1800-1859",9,1905,2215,11,2234,2226,-8,0,0,-1,"2200-2259",0,"",160,150,130,1,1021,5,NA,NA,NA,NA,NA
"437720",2018,3,8,5,7,"8/5/2018 12:00:00 AM","AA","N944UW",1710,"RDU","Raleigh/Durham, NC","North Carolina",36,"PHL","Philadelphia, PA","Pennsylvania",23,1024,1036,12,12,0,0,"1000-1059",14,1050,1146,6,1155,1152,-3,0,0,-1,"1100-1159",0,"",91,76,56,1,337,2,NA,NA,NA,NA,NA
"420579",2018,3,8,3,5,"8/3/2018 12:00:00 AM","UA","N26215",2184,"BZN","Bozeman, MT","Montana",84,"ORD","Chicago, IL","Illinois",41,1317,1311,-6,0,0,-1,"1300-1359",10,1321,1639,12,1710,1651,-19,0,0,-2,"1700-1759",0,"",173,160,138,1,1185,5,NA,NA,NA,NA,NA
"547332",2018,3,8,9,4,"8/9/2018 12:00:00 AM","UA","N818UA",810,"DCA","Washington, DC","Virginia",38,"ORD","Chicago, IL","Illinois",41,1043,1037,-6,0,0,-1,"1000-1059",15,1052,1125,3,1141,1128,-13,0,0,-1,"1100-1159",0,"",118,111,93,1,612,3,NA,NA,NA,NA,NA
