"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"171893",2019,3,7,19,5,"7/19/2019 12:00:00 AM","DL","N330NB",1465,"BDL","Hartford, CT","Connecticut",11,"MSP","Minneapolis, MN","Minnesota",63,815,811,-4,0,0,-1,"0800-0859",10,821,948,3,1009,951,-18,0,0,-2,"1000-1059",0,"",174,160,147,1,1050,5,NA,NA,NA,NA,NA
"164942",2019,3,7,4,4,"7/4/2019 12:00:00 AM","DL","N926DH",851,"ELP","El Paso, TX","Texas",74,"ATL","Atlanta, GA","Georgia",34,605,557,-8,0,0,-1,"0600-0659",11,608,1047,4,1113,1051,-22,0,0,-2,"1100-1159",0,"",188,174,159,1,1282,6,NA,NA,NA,NA,NA
"562863",2019,3,7,27,6,"7/27/2019 12:00:00 AM","9E","N909XJ",5377,"ATL","Atlanta, GA","Georgia",34,"MLI","Moline, IL","Illinois",41,950,1002,12,12,0,0,"0900-0959",12,1014,1040,5,1047,1045,-2,0,0,-1,"1000-1059",0,"",117,103,86,1,633,3,NA,NA,NA,NA,NA
"613078",2019,3,7,5,5,"7/5/2019 12:00:00 AM","G4","304NV",2314,"SFB","Sanford, FL","Florida",33,"AVL","Asheville, NC","North Carolina",36,1311,1310,-1,0,0,-1,"1300-1359",12,1322,1429,9,1438,1438,0,0,0,0,"1400-1459",0,"",87,88,67,1,465,2,NA,NA,NA,NA,NA
"303767",2019,3,7,4,4,"7/4/2019 12:00:00 AM","AA","N935NN",2248,"SFO","San Francisco, CA","California",91,"DFW","Dallas/Fort Worth, TX","Texas",74,1339,1332,-7,0,0,-1,"1300-1359",15,1347,1838,6,1923,1844,-39,0,0,-2,"1900-1959",0,"",224,192,171,1,1464,6,NA,NA,NA,NA,NA
"593487",2019,3,7,4,4,"7/4/2019 12:00:00 AM","UA","N438UA",483,"BUF","Buffalo, NY","New York",22,"ORD","Chicago, IL","Illinois",41,1750,1736,-14,0,0,-1,"1700-1759",37,1813,1823,5,1843,1828,-15,0,0,-1,"1800-1859",0,"",113,112,70,1,473,2,NA,NA,NA,NA,NA
"541990",2019,3,7,23,2,"7/23/2019 12:00:00 AM","OO","N207SY",5217,"PHX","Phoenix, AZ","Arizona",81,"SFO","San Francisco, CA","California",91,1734,1734,0,0,0,0,"1700-1759",28,1802,1933,7,1934,1940,6,6,0,0,"1900-1959",0,"",120,126,91,1,651,3,NA,NA,NA,NA,NA
"223471",2019,3,7,10,3,"7/10/2019 12:00:00 AM","AA","N915US",658,"LAX","Los Angeles, CA","California",91,"PHL","Philadelphia, PA","Pennsylvania",23,1127,1243,76,76,1,5,"1100-1159",17,1300,2045,5,1959,2050,51,51,1,3,"1900-1959",0,"",332,307,285,1,2402,10,5,0,0,0,46
"498722",2019,3,7,27,6,"7/27/2019 12:00:00 AM","AA","N930AU",1229,"SAN","San Diego, CA","California",91,"DFW","Dallas/Fort Worth, TX","Texas",74,1435,1432,-3,0,0,-1,"1400-1459",18,1450,1928,11,1950,1939,-11,0,0,-1,"1900-1959",0,"",195,187,158,1,1171,5,NA,NA,NA,NA,NA
"595094",2019,3,7,5,5,"7/5/2019 12:00:00 AM","AA","N154UW",768,"LAX","Los Angeles, CA","California",91,"CLT","Charlotte, NC","North Carolina",36,710,752,42,42,1,2,"0700-0759",14,806,1522,17,1501,1539,38,38,1,2,"1500-1559",0,"",291,287,256,1,2125,9,38,0,0,0,0
