"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"157453",2022,3,8,3,3,"8/3/2022 12:00:00 AM","AA","N956AN",1950,"MIA","Miami, FL","Florida",33,"DFW","Dallas/Fort Worth, TX","Texas",74,2028,2031,3,3,0,0,"2000-2059",14,2045,2216,5,2230,2221,-9,0,0,-1,"2200-2259",0,"",182,170,151,1,1121,5,NA,NA,NA,NA,NA
"308386",2022,3,8,7,7,"8/7/2022 12:00:00 AM","AA","N836AW",414,"ORD","Chicago, IL","Illinois",41,"IAH","Houston, TX","Texas",74,2029,2110,41,41,1,2,"2000-2059",16,2126,2330,10,2304,2340,36,36,1,2,"2300-2359",0,"",155,150,124,1,925,4,32,0,0,0,4
"9027",2022,3,8,1,1,"8/1/2022 12:00:00 AM","OO","N297SY",3643,"MOT","Minot, ND","North Dakota",66,"MSP","Minneapolis, MN","Minnesota",63,1305,1304,-1,0,0,-1,"1300-1359",14,1318,1425,4,1434,1429,-5,0,0,-1,"1400-1459",0,"",89,85,67,1,449,2,NA,NA,NA,NA,NA
"318798",2022,3,8,11,4,"8/11/2022 12:00:00 AM","AA","N140AN",711,"DFW","Dallas/Fort Worth, TX","Texas",74,"ONT","Ontario, CA","California",91,2243,2238,-5,0,0,-1,"2200-2259",19,2257,2319,7,2338,2326,-12,0,0,-1,"2300-2359",0,"",175,168,142,1,1188,5,NA,NA,NA,NA,NA
"218397",2022,3,8,28,7,"8/28/2022 12:00:00 AM","DL","N370NB",1702,"JAC","Jackson, WY","Wyoming",88,"SLC","Salt Lake City, UT","Utah",87,700,733,33,33,1,2,"0700-0759",19,752,829,4,805,833,28,28,1,1,"0800-0859",0,"",65,60,37,1,205,1,28,0,0,0,0
"578681",2022,3,8,1,1,"8/1/2022 12:00:00 AM","YX","N426YX",4583,"MCI","Kansas City, MO","Missouri",64,"LGA","New York, NY","New York",22,1632,1622,-10,0,0,-1,"1600-1659",13,1635,1958,9,2030,2007,-23,0,0,-2,"2000-2059",0,"",178,165,143,1,1107,5,NA,NA,NA,NA,NA
"316681",2022,3,8,6,6,"8/6/2022 12:00:00 AM","AA","N991NN",628,"LGA","New York, NY","New York",22,"CLT","Charlotte, NC","North Carolina",36,600,NA,NA,NA,NA,NA,"0600-0659",NA,NA,NA,NA,811,NA,NA,NA,NA,NA,"0800-0859",1,"B",131,NA,NA,1,544,3,NA,NA,NA,NA,NA
"156490",2022,3,8,25,4,"8/25/2022 12:00:00 AM","AA","N998NN",1916,"DFW","Dallas/Fort Worth, TX","Texas",74,"MCI","Kansas City, MO","Missouri",64,1949,1945,-4,0,0,-1,"1900-1959",15,2000,2102,5,2120,2107,-13,0,0,-1,"2100-2159",0,"",91,82,62,1,460,2,NA,NA,NA,NA,NA
"316898",2022,3,8,29,1,"8/29/2022 12:00:00 AM","AA","N978NN",636,"ORD","Chicago, IL","Illinois",41,"DCA","Washington, DC","Virginia",38,1515,1820,185,185,1,12,"1500-1559",NA,NA,NA,NA,1802,NA,NA,NA,NA,NA,"1800-1859",1,"B",107,NA,NA,1,612,3,NA,NA,NA,NA,NA
"150092",2022,3,8,5,5,"8/5/2022 12:00:00 AM","AA","N167AN",2560,"PHL","Philadelphia, PA","Pennsylvania",23,"TPA","Tampa, FL","Florida",33,700,656,-4,0,0,-1,"0700-0759",18,714,912,4,930,916,-14,0,0,-1,"0900-0959",0,"",150,140,118,1,920,4,NA,NA,NA,NA,NA
"21605",2022,3,8,30,2,"8/30/2022 12:00:00 AM","UA","N47414",1647,"IAH","Houston, TX","Texas",74,"LAX","Los Angeles, CA","California",91,1007,1002,-5,0,0,-1,"1000-1059",54,1056,1210,6,1138,1216,38,38,1,2,"1100-1159",0,"",211,254,194,1,1379,6,0,0,38,0,0
"238570",2022,3,8,29,1,"8/29/2022 12:00:00 AM","DL","N993AT",1293,"ATL","Atlanta, GA","Georgia",34,"BTR","Baton Rouge, LA","Louisiana",72,1349,1342,-7,0,0,-1,"1300-1359",9,1351,1356,3,1422,1359,-23,0,0,-2,"1400-1459",0,"",93,77,65,1,448,2,NA,NA,NA,NA,NA
"154306",2022,3,8,31,3,"8/31/2022 12:00:00 AM","AA","N927UW",1846,"MEM","Memphis, TN","Tennessee",54,"CLT","Charlotte, NC","North Carolina",36,700,655,-5,0,0,-1,"0700-0759",17,712,926,14,950,940,-10,0,0,-1,"0900-0959",0,"",110,105,74,1,511,3,NA,NA,NA,NA,NA
"585598",2022,3,8,18,4,"8/18/2022 12:00:00 AM","YX","N721YX",3552,"EWR","Newark, NJ","New Jersey",21,"CLE","Cleveland, OH","Ohio",44,1459,1538,39,39,1,2,"1400-1459",26,1604,1709,6,1641,1715,34,34,1,2,"1600-1659",0,"",102,97,65,1,404,2,0,0,0,0,34
"546379",2022,3,8,13,6,"8/13/2022 12:00:00 AM","WN","N7855A",2233,"PHX","Phoenix, AZ","Arizona",81,"SMF","Sacramento, CA","California",91,2145,2231,46,46,1,3,"2100-2159",13,2244,12,4,2335,16,41,41,1,2,"2300-2359",0,"",110,105,88,1,647,3,0,0,0,0,41
"528347",2022,3,8,11,4,"8/11/2022 12:00:00 AM","WN","N8684F",263,"MCI","Kansas City, MO","Missouri",64,"LGA","New York, NY","New York",22,1350,1349,-1,0,0,-1,"1300-1359",10,1359,1708,15,1740,1723,-17,0,0,-2,"1700-1759",0,"",170,154,129,1,1107,5,NA,NA,NA,NA,NA
"143753",2022,3,8,31,3,"8/31/2022 12:00:00 AM","AA","N884NN",1612,"LAS","Las Vegas, NV","Nevada",85,"ORD","Chicago, IL","Illinois",41,948,945,-3,0,0,-1,"0900-0959",31,1016,1521,12,1528,1533,5,5,0,0,"1500-1559",0,"",220,228,185,1,1514,7,NA,NA,NA,NA,NA
"86450",2022,3,8,5,5,"8/5/2022 12:00:00 AM","WN","N8317M",2845,"STL","St. Louis, MO","Missouri",64,"DEN","Denver, CO","Colorado",82,1800,1857,57,57,1,3,"1800-1859",11,1908,1949,7,1920,1956,36,36,1,2,"1900-1959",0,"",140,119,101,1,770,4,0,23,0,0,13
"296365",2022,3,8,11,4,"8/11/2022 12:00:00 AM","OO","N145SY",5369,"ORD","Chicago, IL","Illinois",41,"MEM","Memphis, TN","Tennessee",54,1955,2002,7,7,0,0,"1900-1959",18,2020,2136,7,2154,2143,-11,0,0,-1,"2100-2159",0,"",119,101,76,1,491,2,NA,NA,NA,NA,NA
"154696",2022,3,8,5,5,"8/5/2022 12:00:00 AM","AA","N9013A",1862,"PHL","Philadelphia, PA","Pennsylvania",23,"PIT","Pittsburgh, PA","Pennsylvania",23,1555,1604,9,9,0,0,"1500-1559",69,1713,1821,6,1716,1827,71,71,1,4,"1700-1759",0,"",81,143,68,1,268,2,9,0,62,0,0
"161577",2022,3,8,15,1,"8/15/2022 12:00:00 AM","AA","N970AN",2828,"ORD","Chicago, IL","Illinois",41,"SFO","San Francisco, CA","California",91,1715,1830,75,75,1,5,"1700-1759",38,1908,2130,9,1949,2139,110,110,1,7,"1900-1959",0,"",274,309,262,1,1846,8,0,0,35,0,75
"143875",2022,3,8,31,3,"8/31/2022 12:00:00 AM","AA","N301NW",1614,"DFW","Dallas/Fort Worth, TX","Texas",74,"MCI","Kansas City, MO","Missouri",64,1322,1322,0,0,0,0,"1300-1359",19,1341,1452,4,1453,1456,3,3,0,0,"1400-1459",0,"",91,94,71,1,460,2,NA,NA,NA,NA,NA
"520279",2022,3,8,17,3,"8/17/2022 12:00:00 AM","WN","N902WN",2762,"STL","St. Louis, MO","Missouri",64,"ATL","Atlanta, GA","Georgia",34,550,548,-2,0,0,-1,"0001-0559",11,559,801,15,825,816,-9,0,0,-1,"0800-0859",0,"",95,88,62,1,484,2,NA,NA,NA,NA,NA
"455231",2022,3,8,31,3,"8/31/2022 12:00:00 AM","OO","N613SK",3052,"DFW","Dallas/Fort Worth, TX","Texas",74,"COU","Columbia, MO","Missouri",64,2115,2112,-3,0,0,-1,"2100-2159",30,2142,2254,6,2253,2300,7,7,0,0,"2200-2259",0,"",98,108,72,1,489,2,NA,NA,NA,NA,NA
"318684",2022,3,8,31,3,"8/31/2022 12:00:00 AM","AA","N549UW",703,"CLT","Charlotte, NC","North Carolina",36,"BUF","Buffalo, NY","New York",22,2220,2214,-6,0,0,-1,"2200-2259",12,2226,2342,5,2354,2347,-7,0,0,-1,"2300-2359",0,"",94,93,76,1,546,3,NA,NA,NA,NA,NA
"230463",2022,3,8,16,2,"8/16/2022 12:00:00 AM","DL","N398DN",2267,"MSP","Minneapolis, MN","Minnesota",63,"BZN","Bozeman, MT","Montana",84,1310,1306,-4,0,0,-1,"1300-1359",12,1318,1417,5,1441,1422,-19,0,0,-2,"1400-1459",0,"",151,136,119,1,874,4,NA,NA,NA,NA,NA
"492966",2022,3,8,14,7,"8/14/2022 12:00:00 AM","UA","N78448",498,"DEN","Denver, CO","Colorado",82,"PDX","Portland, OR","Oregon",92,1905,2040,95,95,1,6,"1900-1959",21,2101,2208,4,2047,2212,85,85,1,5,"2000-2059",0,"",162,152,127,1,991,4,85,0,0,0,0
"334904",2022,3,8,1,1,"8/1/2022 12:00:00 AM","AA","N103US",2059,"SJC","San Jose, CA","California",91,"PHX","Phoenix, AZ","Arizona",81,1237,1234,-3,0,0,-1,"1200-1259",16,1250,1424,5,1434,1429,-5,0,0,-1,"1400-1459",0,"",117,115,94,1,621,3,NA,NA,NA,NA,NA
"115648",2022,3,8,22,1,"8/22/2022 12:00:00 AM","YX","N419YX",4680,"IND","Indianapolis, IN","Indiana",42,"DCA","Washington, DC","Virginia",38,1629,1628,-1,0,0,-1,"1600-1659",17,1645,1817,18,1808,1835,27,27,1,1,"1800-1859",0,"",99,127,92,1,500,3,0,0,27,0,0
"420821",2022,3,8,12,5,"8/12/2022 12:00:00 AM","MQ","N681AE",3573,"ORD","Chicago, IL","Illinois",41,"FNT","Flint, MI","Michigan",43,2059,2107,8,8,0,0,"2000-2059",22,2129,2306,3,2304,2309,5,5,0,0,"2300-2359",0,"",65,62,37,1,223,1,NA,NA,NA,NA,NA
"153864",2022,3,8,19,5,"8/19/2022 12:00:00 AM","AA","N558UW",1832,"DFW","Dallas/Fort Worth, TX","Texas",74,"DEN","Denver, CO","Colorado",82,1447,1444,-3,0,0,-1,"1400-1459",13,1457,1606,6,1548,1612,24,24,1,1,"1500-1559",0,"",121,148,129,1,641,3,0,0,24,0,0
