"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","ORIGIN_WAC","DEST","DEST_CITY_NAME","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
"335754",2020,4,12,8,2,"12/8/2020 12:00:00 AM","WN","N7855A",3080,"ECP","Panama City, FL","Florida",33,"HOU","Houston, TX","Texas",74,1630,1622,-8,0,0,-1,"1600-1659",6,1628,1806,4,1825,1810,-15,0,0,-1,"1800-1859",0,"",115,108,98,1,571,3,NA,NA,NA,NA,NA
"62530",2020,4,12,28,1,"12/28/2020 12:00:00 AM","DL","N904DN",2182,"SLC","Salt Lake City, UT","Utah",87,"PDX","Portland, OR","Oregon",92,1755,1750,-5,0,0,-1,"1700-1759",16,1806,1834,9,1853,1843,-10,0,0,-1,"1800-1859",0,"",118,113,88,1,630,3,NA,NA,NA,NA,NA
"93711",2020,4,12,5,6,"12/5/2020 12:00:00 AM","OH","N554NN",5677,"ILM","Wilmington, NC","North Carolina",36,"CLT","Charlotte, NC","North Carolina",36,1805,1759,-6,0,0,-1,"1800-1859",11,1810,1853,8,1914,1901,-13,0,0,-1,"1900-1959",0,"",69,62,43,1,185,1,NA,NA,NA,NA,NA
"275088",2020,4,12,22,2,"12/22/2020 12:00:00 AM","NK","N621NK",335,"LAS","Las Vegas, NV","Nevada",85,"IAH","Houston, TX","Texas",74,1220,1214,-6,0,0,-1,"1200-1259",10,1224,1639,7,1718,1646,-32,0,0,-2,"1700-1759",0,"",178,152,135,1,1222,5,NA,NA,NA,NA,NA
"119261",2020,4,12,11,5,"12/11/2020 12:00:00 AM","OO","N182SY",3329,"DAL","Dallas, TX","Texas",74,"SFO","San Francisco, CA","California",91,1555,1545,-10,0,0,-1,"1500-1559",12,1557,1754,4,1751,1758,7,7,0,0,"1700-1759",0,"",236,253,237,1,1476,6,NA,NA,NA,NA,NA
"74608",2020,4,12,16,3,"12/16/2020 12:00:00 AM","DL","N341NB",1647,"PNS","Pensacola, FL","Florida",33,"ATL","Atlanta, GA","Georgia",34,700,653,-7,0,0,-1,"0700-0759",17,710,851,10,905,901,-4,0,0,-1,"0900-0959",0,"",65,68,41,1,271,2,NA,NA,NA,NA,NA
"203617",2020,4,12,23,3,"12/23/2020 12:00:00 AM","YX","N442YX",4942,"JAX","Jacksonville, FL","Florida",33,"PHL","Philadelphia, PA","Pennsylvania",23,1738,1736,-2,0,0,-1,"1700-1759",10,1746,1934,10,1945,1944,-1,0,0,-1,"1900-1959",0,"",127,128,108,1,742,3,NA,NA,NA,NA,NA
"365279",2020,4,12,21,1,"12/21/2020 12:00:00 AM","WN","N7730A",837,"DEN","Denver, CO","Colorado",82,"BWI","Baltimore, MD","Maryland",35,705,700,-5,0,0,-1,"0700-0759",13,713,1201,3,1225,1204,-21,0,0,-2,"1200-1259",0,"",200,184,168,1,1491,6,NA,NA,NA,NA,NA
"201968",2020,4,12,21,1,"12/21/2020 12:00:00 AM","YX","N430YX",4877,"MIA","Miami, FL","Florida",33,"JAX","Jacksonville, FL","Florida",33,1545,1542,-3,0,0,-1,"1500-1559",18,1600,1652,4,1707,1656,-11,0,0,-1,"1700-1759",0,"",82,74,52,1,335,2,NA,NA,NA,NA,NA
"320338",2020,4,12,16,3,"12/16/2020 12:00:00 AM","WN","N8646B",3389,"SFO","San Francisco, CA","California",91,"SAN","San Diego, CA","California",91,820,821,1,1,0,0,"0800-0859",14,835,941,3,955,944,-11,0,0,-1,"0900-0959",0,"",95,83,66,1,447,2,NA,NA,NA,NA,NA
